viewpoint,ellow-radnear-az000,ellow-radnear-az045,ellow-radnear-az090,ellow-radnear-az135,ellow-radnear-az180,ellow-radnear-az225,ellow-radnear-az270,ellow-radnear-az315,ellow-radmid-az000,ellow-radmid-az045,ellow-radmid-az090,ellow-radmid-az135,ellow-radmid-az180,ellow-radmid-az225,ellow-radmid-az270,ellow-radmid-az315,ellow-radfar-az000,ellow-radfar-az045,ellow-radfar-az090,ellow-radfar-az135,ellow-radfar-az180,ellow-radfar-az225,ellow-radfar-az270,ellow-radfar-az315,elmid-radnear-az000,elmid-radnear-az045,elmid-radnear-az090,elmid-radnear-az135,elmid-radnear-az180,elmid-radnear-az225,elmid-radnear-az270,elmid-radnear-az315,elmid-radmid-az000,elmid-radmid-az045,elmid-radmid-az090,elmid-radmid-az135,elmid-radmid-az180,elmid-radmid-az225,elmid-radmid-az270,elmid-radmid-az315,elmid-radfar-az000,elmid-radfar-az045,elmid-radfar-az090,elmid-radfar-az135,elmid-radfar-az180,elmid-radfar-az225,elmid-radfar-az270,elmid-radfar-az315,elhigh-radnear-az000,elhigh-radnear-az045,elhigh-radnear-az090,elhigh-radnear-az135,elhigh-radnear-az180,elhigh-radnear-az225,elhigh-radnear-az270,elhigh-radnear-az315,elhigh-radmid-az000,elhigh-radmid-az045,elhigh-radmid-az090,elhigh-radmid-az135,elhigh-radmid-az180,elhigh-radmid-az225,elhigh-radmid-az270,elhigh-radmid-az315,elhigh-radfar-az000,elhigh-radfar-az045,elhigh-radfar-az090,elhigh-radfar-az135,elhigh-radfar-az180,elhigh-radfar-az225,elhigh-radfar-az270,elhigh-radfar-az315
ellow-radmid-az090,3.000000,5.000000,4.000000,4.000000,6.000000,8.000000,4.000000,3.000000,4.000000,7.000000,32.000000,7.000000,1.000000,5.000000,3.000000,5.000000,7.000000,1.000000,4.000000,5.000000,1.000000,3.000000,4.000000,2.000000,4.000000,6.000000,5.000000,4.000000,5.000000,4.000000,8.000000,4.000000,11.000000,4.000000,2.000000,7.000000,8.000000,1.000000,10.000000,1.000000,5.000000,5.000000,5.000000,6.000000,,7.000000,6.000000,6.000000,5.000000,3.000000,4.000000,8.000000,6.000000,8.000000,3.000000,6.000000,9.000000,5.000000,3.000000,2.000000,7.000000,4.000000,3.000000,2.000000,5.000000,7.000000,3.000000,2.000000,4.000000,3.000000,4.000000,6.000000
ellow-radmid-az135,6.000000,6.000000,7.000000,4.000000,2.000000,4.000000,7.000000,5.000000,4.000000,6.000000,7.000000,30.000000,4.000000,4.000000,5.000000,5.000000,8.000000,3.000000,6.000000,8.000000,2.000000,1.000000,5.000000,7.000000,5.000000,1.000000,5.000000,8.000000,4.000000,2.000000,6.000000,8.000000,6.000000,6.000000,3.000000,2.000000,3.000000,2.000000,6.000000,2.000000,3.000000,3.000000,6.000000,7.000000,1.000000,6.000000,3.000000,3.000000,7.000000,4.000000,5.000000,3.000000,6.000000,4.000000,3.000000,5.000000,7.000000,4.000000,4.000000,5.000000,4.000000,5.000000,3.000000,5.000000,2.000000,6.000000,2.000000,2.000000,4.000000,2.000000,3.000000,5.000000
ellow-radmid-az180,6.000000,5.000000,4.000000,5.000000,1.000000,6.000000,4.000000,4.000000,,5.000000,1.000000,4.000000,21.000000,4.000000,2.000000,1.000000,3.000000,2.000000,2.000000,4.000000,4.000000,2.000000,4.000000,3.000000,4.000000,5.000000,4.000000,4.000000,4.000000,4.000000,7.000000,3.000000,2.000000,2.000000,3.000000,,3.000000,4.000000,4.000000,5.000000,4.000000,4.000000,3.000000,1.000000,3.000000,6.000000,2.000000,2.000000,2.000000,2.000000,1.000000,7.000000,1.000000,4.000000,,3.000000,5.000000,1.000000,1.000000,7.000000,3.000000,4.000000,5.000000,6.000000,4.000000,8.000000,3.000000,2.000000,4.000000,1.000000,1.000000,4.000000
ellow-radmid-az225,6.000000,4.000000,4.000000,,4.000000,5.000000,3.000000,5.000000,5.000000,7.000000,5.000000,4.000000,4.000000,29.000000,4.000000,1.000000,8.000000,3.000000,4.000000,2.000000,5.000000,2.000000,5.000000,1.000000,2.000000,6.000000,4.000000,7.000000,5.000000,2.000000,5.000000,5.000000,6.000000,2.000000,2.000000,4.000000,4.000000,3.000000,5.000000,3.000000,6.000000,1.000000,4.000000,8.000000,4.000000,7.000000,3.000000,4.000000,5.000000,1.000000,4.000000,5.000000,2.000000,6.000000,5.000000,7.000000,6.000000,4.000000,3.000000,4.000000,1.000000,6.000000,1.000000,5.000000,2.000000,5.000000,4.000000,3.000000,2.000000,3.000000,6.000000,9.000000
ellow-radmid-az270,7.000000,6.000000,8.000000,7.000000,7.000000,6.000000,5.000000,5.000000,5.000000,6.000000,3.000000,5.000000,2.000000,4.000000,26.000000,3.000000,7.000000,1.000000,5.000000,5.000000,3.000000,1.000000,4.000000,4.000000,4.000000,5.000000,6.000000,6.000000,7.000000,4.000000,7.000000,3.000000,1.000000,9.000000,5.000000,3.000000,5.000000,3.000000,5.000000,3.000000,3.000000,4.000000,3.000000,5.000000,3.000000,4.000000,5.000000,1.000000,7.000000,4.000000,4.000000,3.000000,5.000000,3.000000,4.000000,6.000000,7.000000,5.000000,3.000000,4.000000,5.000000,3.000000,4.000000,2.000000,5.000000,4.000000,4.000000,3.000000,3.000000,3.000000,2.000000,4.000000
ellow-radmid-az315,5.000000,3.000000,4.000000,2.000000,7.000000,6.000000,4.000000,5.000000,4.000000,2.000000,5.000000,5.000000,1.000000,1.000000,3.000000,33.000000,5.000000,5.000000,4.000000,3.000000,3.000000,3.000000,8.000000,1.000000,3.000000,3.000000,2.000000,9.000000,2.000000,5.000000,5.000000,5.000000,9.000000,6.000000,3.000000,4.000000,5.000000,7.000000,3.000000,5.000000,5.000000,5.000000,8.000000,2.000000,3.000000,6.000000,2.000000,6.000000,10.000000,4.000000,3.000000,6.000000,4.000000,7.000000,4.000000,4.000000,5.000000,5.000000,7.000000,6.000000,4.000000,8.000000,4.000000,2.000000,2.000000,9.000000,8.000000,6.000000,5.000000,3.000000,4.000000,5.000000
ellow-radfar-az000,8.000000,10.000000,5.000000,7.000000,6.000000,7.000000,5.000000,7.000000,10.000000,9.000000,7.000000,8.000000,3.000000,8.000000,7.000000,5.000000,39.000000,2.000000,5.000000,5.000000,6.000000,5.000000,5.000000,6.000000,5.000000,9.000000,6.000000,7.000000,4.000000,6.000000,6.000000,7.000000,13.000000,6.000000,6.000000,3.000000,9.000000,4.000000,8.000000,5.000000,3.000000,3.000000,7.000000,4.000000,3.000000,7.000000,6.000000,6.000000,10.000000,4.000000,3.000000,6.000000,3.000000,4.000000,6.000000,9.000000,10.000000,5.000000,5.000000,8.000000,2.000000,4.000000,6.000000,7.000000,3.000000,7.000000,8.000000,5.000000,5.000000,8.000000,2.000000,5.000000
ellow-radfar-az045,3.000000,1.000000,4.000000,5.000000,3.000000,1.000000,3.000000,4.000000,4.000000,6.000000,1.000000,3.000000,2.000000,3.000000,1.000000,5.000000,2.000000,22.000000,2.000000,7.000000,3.000000,3.000000,4.000000,2.000000,3.000000,2.000000,3.000000,4.000000,5.000000,2.000000,3.000000,1.000000,4.000000,5.000000,5.000000,2.000000,3.000000,4.000000,4.000000,3.000000,4.000000,2.000000,4.000000,4.000000,4.000000,3.000000,3.000000,5.000000,2.000000,1.000000,3.000000,5.000000,3.000000,4.000000,4.000000,1.000000,4.000000,2.000000,2.000000,1.000000,5.000000,3.000000,3.000000,4.000000,5.000000,9.000000,5.000000,5.000000,3.000000,2.000000,2.000000,3.000000
ellow-radfar-az090,5.000000,3.000000,5.000000,6.000000,7.000000,2.000000,2.000000,4.000000,2.000000,7.000000,4.000000,6.000000,2.000000,4.000000,5.000000,4.000000,5.000000,2.000000,28.000000,6.000000,6.000000,4.000000,3.000000,4.000000,2.000000,3.000000,3.000000,8.000000,3.000000,1.000000,7.000000,6.000000,2.000000,7.000000,4.000000,3.000000,1.000000,5.000000,4.000000,2.000000,4.000000,4.000000,4.000000,6.000000,5.000000,5.000000,2.000000,2.000000,8.000000,3.000000,7.000000,2.000000,2.000000,8.000000,5.000000,6.000000,8.000000,4.000000,,4.000000,3.000000,5.000000,,3.000000,2.000000,4.000000,3.000000,6.000000,1.000000,2.000000,3.000000,6.000000
ellow-radfar-az135,6.000000,3.000000,6.000000,6.000000,6.000000,7.000000,5.000000,6.000000,7.000000,7.000000,5.000000,8.000000,4.000000,2.000000,5.000000,3.000000,5.000000,7.000000,6.000000,36.000000,4.000000,5.000000,3.000000,3.000000,5.000000,4.000000,6.000000,5.000000,11.000000,6.000000,5.000000,9.000000,7.000000,5.000000,4.000000,3.000000,2.000000,4.000000,6.000000,5.000000,2.000000,7.000000,5.000000,7.000000,2.000000,8.000000,3.000000,3.000000,8.000000,3.000000,6.000000,8.000000,6.000000,11.000000,5.000000,3.000000,10.000000,6.000000,7.000000,7.000000,6.000000,4.000000,5.000000,5.000000,8.000000,8.000000,4.000000,6.000000,4.000000,6.000000,3.000000,5.000000
ellow-radfar-az180,5.000000,7.000000,3.000000,5.000000,1.000000,6.000000,3.000000,4.000000,3.000000,6.000000,1.000000,2.000000,4.000000,5.000000,3.000000,3.000000,6.000000,3.000000,6.000000,4.000000,25.000000,,1.000000,1.000000,,3.000000,3.000000,3.000000,1.000000,,8.000000,5.000000,4.000000,6.000000,5.000000,1.000000,4.000000,6.000000,6.000000,7.000000,5.000000,2.000000,4.000000,1.000000,2.000000,3.000000,3.000000,2.000000,3.000000,2.000000,7.000000,,4.000000,4.000000,7.000000,5.000000,6.000000,5.000000,3.000000,4.000000,2.000000,4.000000,4.000000,2.000000,8.000000,7.000000,3.000000,6.000000,3.000000,3.000000,4.000000,4.000000
ellow-radfar-az225,2.000000,5.000000,3.000000,4.000000,9.000000,4.000000,4.000000,5.000000,6.000000,3.000000,3.000000,1.000000,2.000000,2.000000,1.000000,3.000000,5.000000,3.000000,4.000000,5.000000,,30.000000,4.000000,6.000000,1.000000,6.000000,6.000000,8.000000,8.000000,5.000000,2.000000,3.000000,6.000000,7.000000,3.000000,1.000000,7.000000,7.000000,2.000000,3.000000,2.000000,5.000000,4.000000,8.000000,4.000000,9.000000,10.000000,5.000000,3.000000,4.000000,4.000000,6.000000,4.000000,2.000000,4.000000,6.000000,5.000000,4.000000,6.000000,7.000000,6.000000,7.000000,5.000000,6.000000,4.000000,4.000000,9.000000,1.000000,2.000000,5.000000,3.000000,2.000000
ellow-radfar-az270,5.000000,4.000000,6.000000,3.000000,6.000000,3.000000,3.000000,2.000000,6.000000,6.000000,4.000000,5.000000,4.000000,5.000000,4.000000,8.000000,5.000000,4.000000,3.000000,3.000000,1.000000,4.000000,32.000000,3.000000,3.000000,4.000000,6.000000,2.000000,6.000000,3.000000,8.000000,3.000000,5.000000,6.000000,4.000000,2.000000,1.000000,2.000000,10.000000,6.000000,2.000000,4.000000,6.000000,5.000000,8.000000,1.000000,1.000000,5.000000,4.000000,7.000000,4.000000,3.000000,5.000000,7.000000,6.000000,7.000000,6.000000,3.000000,7.000000,5.000000,6.000000,8.000000,7.000000,4.000000,2.000000,4.000000,9.000000,2.000000,3.000000,5.000000,6.000000,5.000000
ellow-radfar-az315,7.000000,7.000000,5.000000,8.000000,2.000000,4.000000,4.000000,2.000000,9.000000,8.000000,2.000000,7.000000,3.000000,1.000000,4.000000,1.000000,6.000000,2.000000,4.000000,3.000000,1.000000,6.000000,3.000000,28.000000,4.000000,4.000000,10.000000,8.000000,5.000000,2.000000,4.000000,7.000000,5.000000,7.000000,4.000000,1.000000,5.000000,4.000000,3.000000,5.000000,3.000000,4.000000,3.000000,7.000000,5.000000,8.000000,3.000000,2.000000,4.000000,7.000000,2.000000,3.000000,5.000000,3.000000,4.000000,1.000000,2.000000,2.000000,5.000000,5.000000,2.000000,4.000000,7.000000,3.000000,2.000000,3.000000,6.000000,4.000000,3.000000,2.000000,1.000000,6.000000
elmid-radnear-az000,6.000000,1.000000,5.000000,2.000000,6.000000,6.000000,7.000000,2.000000,2.000000,6.000000,4.000000,5.000000,4.000000,2.000000,4.000000,3.000000,5.000000,3.000000,2.000000,5.000000,,1.000000,3.000000,4.000000,21.000000,1.000000,3.000000,5.000000,5.000000,4.000000,2.000000,5.000000,3.000000,3.000000,4.000000,3.000000,4.000000,1.000000,4.000000,1.000000,2.000000,3.000000,2.000000,4.000000,2.000000,4.000000,1.000000,1.000000,8.000000,2.000000,1.000000,3.000000,3.000000,3.000000,3.000000,3.000000,9.000000,5.000000,2.000000,2.000000,5.000000,3.000000,,4.000000,5.000000,5.000000,3.000000,1.000000,3.000000,4.000000,2.000000,4.000000
elmid-radnear-az045,8.000000,6.000000,6.000000,9.000000,2.000000,5.000000,3.000000,5.000000,4.000000,3.000000,6.000000,1.000000,5.000000,6.000000,5.000000,3.000000,9.000000,2.000000,3.000000,4.000000,3.000000,6.000000,4.000000,4.000000,1.000000,32.000000,8.000000,11.000000,3.000000,8.000000,6.000000,6.000000,9.000000,5.000000,7.000000,2.000000,6.000000,5.000000,5.000000,3.000000,4.000000,3.000000,10.000000,4.000000,2.000000,7.000000,6.000000,4.000000,6.000000,3.000000,3.000000,3.000000,3.000000,3.000000,4.000000,6.000000,5.000000,3.000000,6.000000,6.000000,5.000000,6.000000,3.000000,3.000000,4.000000,6.000000,4.000000,3.000000,4.000000,4.000000,5.000000,3.000000
elmid-radnear-az090,8.000000,5.000000,7.000000,5.000000,3.000000,7.000000,5.000000,4.000000,7.000000,11.000000,5.000000,5.000000,4.000000,4.000000,6.000000,2.000000,6.000000,3.000000,3.000000,6.000000,3.000000,6.000000,6.000000,10.000000,3.000000,8.000000,31.000000,6.000000,6.000000,4.000000,3.000000,3.000000,3.000000,8.000000,3.000000,4.000000,3.000000,3.000000,5.000000,3.000000,4.000000,7.000000,4.000000,8.000000,3.000000,5.000000,5.000000,3.000000,1.000000,5.000000,1.000000,4.000000,7.000000,3.000000,3.000000,4.000000,5.000000,5.000000,5.000000,8.000000,6.000000,4.000000,5.000000,4.000000,5.000000,9.000000,8.000000,2.000000,5.000000,5.000000,2.000000,5.000000
elmid-radnear-az135,5.000000,5.000000,8.000000,7.000000,9.000000,10.000000,4.000000,9.000000,5.000000,9.000000,4.000000,8.000000,4.000000,7.000000,6.000000,9.000000,7.000000,4.000000,8.000000,5.000000,3.000000,8.000000,2.000000,8.000000,5.000000,11.000000,6.000000,43.000000,7.000000,4.000000,8.000000,8.000000,10.000000,7.000000,4.000000,2.000000,6.000000,2.000000,8.000000,6.000000,8.000000,5.000000,7.000000,10.000000,3.000000,7.000000,5.000000,2.000000,12.000000,5.000000,4.000000,6.000000,7.000000,7.000000,5.000000,5.000000,10.000000,6.000000,8.000000,7.000000,6.000000,10.000000,3.000000,2.000000,4.000000,6.000000,5.000000,6.000000,4.000000,8.000000,7.000000,7.000000
elmid-radnear-az180,3.000000,6.000000,6.000000,7.000000,8.000000,5.000000,4.000000,9.000000,6.000000,7.000000,5.000000,4.000000,4.000000,5.000000,7.000000,2.000000,4.000000,5.000000,3.000000,11.000000,1.000000,8.000000,6.000000,5.000000,5.000000,3.000000,6.000000,7.000000,32.000000,4.000000,4.000000,6.000000,5.000000,6.000000,6.000000,3.000000,1.000000,1.000000,8.000000,3.000000,5.000000,3.000000,2.000000,2.000000,8.000000,5.000000,5.000000,4.000000,6.000000,5.000000,6.000000,8.000000,5.000000,3.000000,5.000000,7.000000,5.000000,4.000000,3.000000,4.000000,6.000000,5.000000,5.000000,6.000000,4.000000,7.000000,7.000000,1.000000,4.000000,5.000000,4.000000,4.000000
elmid-radnear-az225,6.000000,5.000000,3.000000,2.000000,6.000000,6.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,4.000000,5.000000,6.000000,2.000000,1.000000,6.000000,,5.000000,3.000000,2.000000,4.000000,8.000000,4.000000,4.000000,4.000000,25.000000,2.000000,6.000000,4.000000,4.000000,3.000000,3.000000,5.000000,3.000000,6.000000,1.000000,2.000000,5.000000,6.000000,3.000000,5.000000,6.000000,2.000000,2.000000,5.000000,1.000000,1.000000,3.000000,2.000000,7.000000,4.000000,2.000000,6.000000,4.000000,5.000000,9.000000,4.000000,3.000000,6.000000,4.000000,3.000000,5.000000,3.000000,2.000000,3.000000,3.000000,4.000000,3.000000
elmid-radnear-az270,8.000000,3.000000,7.000000,6.000000,8.000000,7.000000,7.000000,4.000000,5.000000,7.000000,8.000000,6.000000,7.000000,5.000000,7.000000,5.000000,6.000000,3.000000,7.000000,5.000000,8.000000,2.000000,8.000000,4.000000,2.000000,6.000000,3.000000,8.000000,4.000000,2.000000,43.000000,4.000000,8.000000,6.000000,5.000000,4.000000,9.000000,2.000000,14.000000,6.000000,5.000000,4.000000,6.000000,2.000000,3.000000,3.000000,4.000000,5.000000,10.000000,6.000000,11.000000,6.000000,7.000000,7.000000,10.000000,8.000000,14.000000,4.000000,8.000000,3.000000,6.000000,2.000000,8.000000,4.000000,6.000000,14.000000,6.000000,5.000000,5.000000,6.000000,7.000000,9.000000
elmid-radnear-az315,5.000000,7.000000,4.000000,6.000000,4.000000,9.000000,7.000000,1.000000,7.000000,7.000000,4.000000,8.000000,3.000000,5.000000,3.000000,5.000000,7.000000,1.000000,6.000000,9.000000,5.000000,3.000000,3.000000,7.000000,5.000000,6.000000,3.000000,8.000000,6.000000,6.000000,4.000000,33.000000,9.000000,6.000000,7.000000,5.000000,2.000000,3.000000,5.000000,1.000000,5.000000,4.000000,3.000000,6.000000,2.000000,9.000000,2.000000,5.000000,9.000000,2.000000,6.000000,7.000000,1.000000,7.000000,5.000000,6.000000,9.000000,5.000000,7.000000,9.000000,4.000000,4.000000,5.000000,3.000000,4.000000,6.000000,5.000000,6.000000,4.000000,3.000000,6.000000,5.000000
elmid-radmid-az000,4.000000,7.000000,7.000000,7.000000,7.000000,7.000000,4.000000,4.000000,8.000000,6.000000,11.000000,6.000000,2.000000,6.000000,1.000000,9.000000,13.000000,4.000000,2.000000,7.000000,4.000000,6.000000,5.000000,5.000000,3.000000,9.000000,3.000000,10.000000,5.000000,4.000000,8.000000,9.000000,42.000000,4.000000,4.000000,3.000000,8.000000,6.000000,7.000000,5.000000,7.000000,5.000000,5.000000,9.000000,5.000000,8.000000,4.000000,8.000000,5.000000,3.000000,3.000000,8.000000,6.000000,7.000000,8.000000,5.000000,11.000000,9.000000,10.000000,6.000000,3.000000,8.000000,6.000000,4.000000,7.000000,5.000000,7.000000,6.000000,4.000000,7.000000,2.000000,6.000000
