source_path,staged_image,staged_label,suggested_class_name,suggested_class_id
C:\Users\lisan\Downloads\new dataset\male (2).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0011_male__2.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0011_male__2.txt,male,6
C:\Users\lisan\Downloads\new dataset\male (3).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0012_male__3.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0012_male__3.txt,male,6
C:\Users\lisan\Downloads\new dataset\male (4).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0013_male__4.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0013_male__4.txt,male,6
C:\Users\lisan\Downloads\new dataset\male (5).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0014_male__5.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0014_male__5.txt,male,6
C:\Users\lisan\Downloads\new dataset\rock (1).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0015_rock__1.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0015_rock__1.txt,rock,7
C:\Users\lisan\Downloads\new dataset\rock (2).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0016_rock__2.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0016_rock__2.txt,rock,7
C:\Users\lisan\Downloads\new dataset\rock (3).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0017_rock__3.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0017_rock__3.txt,rock,7
C:\Users\lisan\Downloads\new dataset\rock (4).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0018_rock__4.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0018_rock__4.txt,rock,7
C:\Users\lisan\Downloads\new dataset\suv (1).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0019_suv__1.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0019_suv__1.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (10).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0020_suv__10.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0020_suv__10.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (11).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0021_suv__11.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0021_suv__11.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (12).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0022_suv__12.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0022_suv__12.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (2).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0023_suv__2.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0023_suv__2.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (3).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0024_suv__3.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0024_suv__3.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (4).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0025_suv__4.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0025_suv__4.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (5).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0026_suv__5.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0026_suv__5.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (6).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0027_suv__6.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0027_suv__6.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (7).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0028_suv__7.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0028_suv__7.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (8).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0029_suv__8.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0029_suv__8.txt,suv,5
C:\Users\lisan\Downloads\new dataset\suv (9).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0030_suv__9.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0030_suv__9.txt,suv,5
C:\Users\lisan\Downloads\new dataset\tank (1).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0031_tank__1.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0031_tank__1.txt,tank,1
C:\Users\lisan\Downloads\new dataset\tank (2).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0032_tank__2.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0032_tank__2.txt,tank,1
C:\Users\lisan\Downloads\new dataset\tank (3).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0033_tank__3.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0033_tank__3.txt,tank,1
C:\Users\lisan\Downloads\new dataset\tank (4).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0034_tank__4.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0034_tank__4.txt,tank,1
C:\Users\lisan\Downloads\new dataset\tent (1).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0035_tent__1.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0035_tent__1.txt,tent,0
C:\Users\lisan\Downloads\new dataset\tent (10).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0036_tent__10.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0036_tent__10.txt,tent,0
C:\Users\lisan\Downloads\new dataset\tent (11).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0037_tent__11.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0037_tent__11.txt,tent,0
C:\Users\lisan\Downloads\new dataset\tent (12).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0038_tent__12.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0038_tent__12.txt,tent,0
C:\Users\lisan\Downloads\new dataset\tent (13).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0039_tent__13.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0039_tent__13.txt,tent,0
C:\Users\lisan\Downloads\new dataset\tent (14).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0040_tent__14.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0040_tent__14.txt,tent,0
C:\Users\lisan\Downloads\new dataset\tent (15).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0041_tent__15.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0041_tent__15.txt,tent,0
C:\Users\lisan\Downloads\new dataset\tent (8).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0042_tent__8.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0042_tent__8.txt,tent,0
C:\Users\lisan\Downloads\new dataset\tent (9).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0043_tent__9.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0043_tent__9.txt,tent,0
C:\Users\lisan\Downloads\new dataset\tower (1).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0044_tower__1.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0044_tower__1.txt,tower,2
C:\Users\lisan\Downloads\new dataset\tower (2).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0045_tower__2.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0045_tower__2.txt,tower,2
C:\Users\lisan\Downloads\new dataset\tower (3).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0046_tower__3.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0046_tower__3.txt,tower,2
C:\Users\lisan\Downloads\new dataset\tower (4).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0047_tower__4.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0047_tower__4.txt,tower,2
C:\Users\lisan\Downloads\new dataset\tree (1).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0048_tree__1.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0048_tree__1.txt,tree,9
C:\Users\lisan\Downloads\new dataset\whitetruck (1).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0049_whitetruck__1.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0049_whitetruck__1.txt,whitevan,4
C:\Users\lisan\Downloads\new dataset\whitetruck (2).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0050_whitetruck__2.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0050_whitetruck__2.txt,whitevan,4
C:\Users\lisan\Downloads\new dataset\whitetruck (3).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0051_whitetruck__3.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0051_whitetruck__3.txt,whitevan,4
C:\Users\lisan\Downloads\new dataset\whitetruck (4).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0052_whitetruck__4.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0052_whitetruck__4.txt,whitevan,4
C:\Users\lisan\Downloads\new dataset\whitetruck (5).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0053_whitetruck__5.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0053_whitetruck__5.txt,whitevan,4
C:\Users\lisan\Downloads\new dataset\whitetruck (6).jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\images\0054_whitetruck__6.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\review_sets\new_dataset\labels\0054_whitetruck__6.txt,whitevan,4
