scene_key,file_name,image_id,target_class,viewpoint,elevation,radius,azimuth,precision,recall,f1,ap50,ap50_95,tp,fp,fn,num_gt,num_pred,target_visible,target_detected,target_precision,target_recall,target_f1,target_ap50,target_ap50_95,target_best_iou,target_match_confidence_iou50,target_match_iou_at_confidence_iou50,target_strict_quality_iou50,target_tp,target_fp,target_fn,focus_class_name,camera_to_target_distance_m,radius_name,elevation_name,azimuth_deg,yaw_error_deg,pitch_error_deg,bbox_area_norm,bbox_center_distance_norm,class_train_scene_count,class_train_row_count,class_train_mean_quality,geometry_prior_source,predicted_geometry_prior,geometry_weight,predicted_viewpoint_cell_prior,viewpoint_cell_prior_support,viewpoint_cell_weight,predicted_hybrid_prior,hybrid_weight
S0-SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az000.png,18,barrel,elmid-radmid-az000,mid,mid,0,1.0,1.0,1.0,1.0,0.9344697015755103,12,0,0,12,12,1,1,1.0,1.0,1.0,1.0,0.775,0.901621162891388,0.8357794284820557,0.8278425335884094,0.6918937595956578,2,0,0,barrel,19.71394938163902,mid,mid,0.0,2.338512302912932e-06,2.350281853580327e-06,0.001627628472,0.0039835904658987,19,203,0.6873924401530807,class_regression_leave_one_scene_out,0.7396910499823157,1.0760826083824668,0.739087224283917,6.0,1.0752041790266476,0.7393891371331164,1.075643393704557
S0-SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az180.png,19,barrel,elmid-radmid-az180,mid,mid,180,0.25,1.0,0.4,1.0,0.7612245048491323,7,21,0,7,28,1,1,0.3333333333333333,1.0,0.5,1.0,0.4,0.6939998865127563,0.8350694179534912,0.6939998865127563,0.5795380812899964,1,2,0,barrel,19.786019918665467,mid,mid,180.0,-3.029438062185364e-06,1.0297518429069896e-06,0.001627628472,0.0039835904658987,19,203,0.6873924401530807,class_regression_leave_one_scene_out,0.7474543081868132,1.0873763872357354,0.7240255233072391,3.0,1.0532928222864952,0.7357399157470261,1.0703346047611153
S0-SM_barrel_11,S0-SM_barrel_11-elhigh-radmid-az000.png,20,barrel,elhigh-radmid-az000,high,mid,0,0.8571428571428571,1.0,0.923076923076923,1.0,0.9166666685647912,12,2,0,12,14,1,1,1.0,1.0,1.0,1.0,0.775,0.9409624338150024,0.8297849297523499,0.8378462791442871,0.69523221588301,2,0,0,barrel,26.83671403547434,mid,high,0.0,2.338512302912932e-06,1.78714107335054e-06,0.000759546875,0.00721341424015,19,205,0.6838847237212748,class_regression_leave_one_scene_out,0.6737419153905078,0.9851688333150999,0.7015180211157518,3.0,1.0257840200005164,0.6876299682531297,1.005476426657808
S0-SM_barrel_11,S0-SM_barrel_11-elhigh-radmid-az045.png,21,barrel,elhigh-radmid-az045,high,mid,45,1.0,1.0,1.0,1.0,0.9195985856803558,11,0,0,11,11,1,1,1.0,1.0,1.0,1.0,0.7,0.8467950820922852,0.8443724513053894,0.8217917084693909,0.6938982793427435,2,0,0,barrel,26.85077228172346,mid,high,45.0,1.3901065756272146e-06,5.268460228080585e-07,0.000949421441,0.0079671809317976,19,205,0.6838847237212748,class_regression_leave_one_scene_out,0.6893318506399837,1.0079649782043223,0.6675527166664169,3.0,0.9761187719386546,0.6784422836532003,0.9920418750714883
S0-SM_barrel_11,S0-SM_barrel_11-elhigh-radmid-az270.png,22,barrel,elhigh-radmid-az270,high,mid,270,0.75,1.0,0.8571428571428571,1.0,0.8640861753007453,12,4,0,12,16,1,1,0.6666666666666666,1.0,0.8,1.0,0.658333333581686,0.8040578961372375,0.8021827340126038,0.8040578961372375,0.6450013614277914,2,1,0,barrel,26.854325316824223,mid,high,270.0,7.710983425113227e-07,-6.630461157897116e-07,0.000949421441,0.006944,19,205,0.6838847237212748,class_regression_leave_one_scene_out,0.655374446191928,0.9583112817987632,0.6712436841755925,3.0,0.981515832848411,0.6633090651837603,0.9699135573235872
S0-SM_barrel_11,S0-SM_barrel_11-elhigh-radnear-az270.png,23,barrel,elhigh-radnear-az270,high,near,270,0.6666666666666666,1.0,0.8,1.0,0.8644166575471569,10,5,0,10,15,1,1,1.0,1.0,1.0,1.0,0.8375,0.9075838327407836,0.8096263408660889,0.8916817903518677,0.7219290651395056,2,0,0,barrel,23.77675276865677,near,high,270.0,1.2094175758647907e-06,-1.2146367254217694e-06,0.001085064236,0.0034719999999999,19,205,0.6838847237212748,class_regression_leave_one_scene_out,0.6553884603261058,0.9583317737525848,0.6893292857010346,2.0,1.0079612276614893,0.6723588730135701,0.9831465007070369
S0-SM_barrel_11,S0-SM_barrel_11-ellow-radnear-az180.png,24,barrel,ellow-radnear-az180,low,near,180,0.3661971830985915,0.7878787878787878,0.5,0.7631259385351523,0.4564453563984762,26,45,7,33,71,1,1,0.2857142857142857,0.6666666666666666,0.4,0.71428573344435,0.6476190652166093,0.9794901609420776,0.8890083432197571,0.9794901609420776,0.8707749251791697,2,5,1,barrel,10.16776239994948,near,low,180.0,-4.127460982772391e-06,4.037114338828474e-06,0.005859375,0.0039835904658987,19,205,0.6838847237212748,class_regression_leave_one_scene_out,0.7893375806607932,1.1541968306671766,0.7320958420127445,2.0,1.0704959719368123,0.7607167113367688,1.1123464013019944
S0-SM_barrel_11,S0-SM_barrel_11-elmid-radmid-az000.png,25,barrel,elmid-radmid-az000,mid,mid,0,1.0,1.0,1.0,1.0,0.971900827751672,11,0,0,11,11,1,1,1.0,1.0,1.0,1.0,0.8,0.8999706506729126,0.8550662994384766,0.862471342086792,0.7374701788498896,2,0,0,barrel,19.71394938163902,mid,mid,0.0,2.338512302912932e-06,2.350281853580327e-06,0.001627628472,0.0039835904658987,19,205,0.6838847237212748,class_regression_leave_one_scene_out,0.7300864100933637,1.0675577107800978,0.7331264957857716,6.0,1.0720030296868654,0.7316064529395676,1.0697803702334816
S0-SM_barrel_11,S0-SM_barrel_11-elmid-radmid-az315.png,26,barrel,elmid-radmid-az315,mid,mid,315,0.631578947368421,1.0,0.7741935483870968,1.0,0.8864035172093857,12,7,0,12,19,1,1,1.0,1.0,1.0,1.0,0.8,0.8985548615455627,0.8327338695526123,0.8985548615455627,0.7482570668601483,2,0,0,barrel,19.715953681501205,mid,mid,315.0,3.314006562504801e-07,9.975211270329964e-07,0.001627628472,0.0039835904658987,19,205,0.6838847237212748,class_regression_leave_one_scene_out,0.7159926570249828,1.0469493354508588,0.7055617812855615,4.0,1.0316969465940597,0.7107772191552721,1.0393231410224593
S0-SM_barrel_12,S0-SM_barrel_12-elhigh-radmid-az000.png,27,barrel,elhigh-radmid-az000,high,mid,0,0.5833333333333334,1.0,0.7368421052631579,0.9821428582072258,0.8011904798181992,7,5,0,7,12,1,1,1.0,1.0,1.0,1.0,0.80625,0.94627445936203,0.8429327607154846,0.94627445936203,0.7976457424245886,4,0,0,barrel,26.83671403547434,mid,high,0.0,2.338512302912932e-06,1.78714107335054e-06,0.000759546875,0.00721341424015,19,204,0.6811315805083396,class_regression_leave_one_scene_out,0.6695870445132202,0.9830509459178158,0.6853142926309918,3.0,1.0061408283543842,0.677450668572106,0.9945958871361001
S0-SM_barrel_12,S0-SM_barrel_12-elhigh-radmid-az180.png,28,barrel,elhigh-radmid-az180,high,mid,180,0.2916666666666667,0.875,0.4375,0.893229166045785,0.7778199407272041,7,17,1,8,24,1,1,1.0,1.0,1.0,1.0,0.826041667163372,0.947359263896942,0.8380527496337891,0.9295235872268676,0.7789897981249396,4,0,0,barrel,26.88970070904149,mid,high,180.0,-3.029438062185364e-06,5.925951640506355e-07,0.000759546875,0.0019529999999999,19,204,0.6811315805083396,class_regression_leave_one_scene_out,0.6738377323210254,0.9892915724420374,0.6815548926841618,3.0,1.0006214837014404,0.6776963125025937,0.994956528071739
S0-SM_barrel_12,S0-SM_barrel_12-elhigh-radmid-az315.png,29,barrel,elhigh-radmid-az315,high,mid,315,0.6153846153846154,1.0,0.761904761904762,0.9659090936183928,0.6870483702514321,8,5,0,8,13,1,1,1.0,1.0,1.0,1.0,0.684375,0.869988203048706,0.8269653916358948,0.869988203048706,0.7194501350527815,4,0,0,barrel,26.838186406147138,mid,high,315.0,3.314006562504801e-07,6.234509868363602e-07,0.000759546875,0.00721341424015,19,204,0.6811315805083396,class_regression_leave_one_scene_out,0.6593793971148814,0.9680646382932,0.6811315805083396,0.0,1.0,0.6702554888116105,0.9840323191465999
S0-SM_barrel_12,S0-SM_barrel_12-ellow-radfar-az045.png,30,barrel,ellow-radfar-az045,low,far,45,0.125,0.6666666666666666,0.2105263157894736,0.6875000186264515,0.6208333501592278,2,14,1,3,16,1,1,1.0,1.0,1.0,1.0,0.8,0.8879827260971069,0.8812126517295837,0.8879827260971069,0.7825016127540962,1,0,0,barrel,22.035753028390605,far,low,45.0,1.2527625585789792e-06,2.2278088644966942e-06,0.00260415625,0.3757680049312341,19,204,0.6811315805083396,class_regression_leave_one_scene_out,0.5247580854360763,0.7704210176900633,0.6747419930113664,2.0,0.9906191583538022,0.5997500392237214,0.8805200880219328
S0-SM_barrel_12,S0-SM_barrel_12-ellow-radfar-az135.png,31,barrel,ellow-radfar-az135,low,far,135,0.2388059701492537,0.7619047619047619,0.3636363636363636,0.7903340559005314,0.4540898429455044,16,51,5,21,67,1,1,1.0,1.0,1.0,1.0,0.8666666686534882,0.920525312423706,0.8528679013252258,0.9040769338607788,0.7710581972183874,3,0,0,barrel,22.09846735336419,far,low,135.0,-1.5897262812814006e-06,1.7272887404828907e-06,0.001302121528,0.0039835904658987,19,204,0.6811315805083396,class_regression_leave_one_scene_out,0.5094078339335546,0.7478846209911091,0.6170881783546768,6.0,0.9059749922241659,0.5632480061441156,0.8269298066076374
S0-SM_barrel_12,S0-SM_barrel_12-ellow-radmid-az135.png,32,barrel,ellow-radmid-az135,low,mid,135,0.1857142857142857,0.5652173913043478,0.2795698924731182,0.5766045489358111,0.3728989564364334,13,57,10,23,70,1,1,1.0,1.0,1.0,1.0,0.8375,0.9190930724143982,0.8929102420806885,0.8582390546798706,0.7663304420773045,2,0,0,barrel,16.119495495316862,mid,low,135.0,-2.692718794605753e-07,3.050066304410848e-06,0.00238715625,0.0019529999999999,19,204,0.6811315805083396,class_regression_leave_one_scene_out,0.6223695200521413,0.913728768217819,0.6947395756925236,2.0,1.0199785116027482,0.6585545478723325,0.9668536399102836
S0-SM_barrel_12,S0-SM_barrel_12-ellow-radnear-az090.png,33,barrel,ellow-radnear-az090,low,near,90,0.1037037037037037,0.4375,0.1676646706586826,0.4569852936547249,0.2825330869585741,14,121,18,32,135,1,1,1.0,1.0,1.0,1.0,1.0,0.9586774706840516,0.940643846988678,0.9569661021232604,0.9001642757389838,2,0,0,barrel,10.138659291140256,near,low,90.0,-1.3020663232055083e-06,5.312165814785885e-06,0.005859375,0.0068104819946902,19,204,0.6811315805083396,class_regression_leave_one_scene_out,0.7960165812973958,1.1686678522574385,0.7717911896381312,4.0,1.1331014619262418,0.7839038854677636,1.1508846570918403
S0-SM_barrel_12,S0-SM_barrel_12-elmid-radnear-az090.png,34,barrel,elmid-radnear-az090,mid,near,90,0.6,1.0,0.7499999999999999,1.0,0.8966666688521702,3,2,0,3,5,1,1,1.0,1.0,1.0,1.0,0.925,0.9508641958236694,0.8854564428329468,0.9508641958236694,0.8419488284512369,2,0,0,barrel,15.308880828519916,near,mid,90.0,-1.3020663232055083e-06,4.242043772251236e-06,0.0028211875,0.005859,19,204,0.6811315805083396,class_regression_leave_one_scene_out,0.8331201723412063,1.2231413080559783,0.7157059962400009,3.0,1.050760259428667,0.7744130842906036,1.1369507837423227
S0-SM_barrel_13,S0-SM_barrel_13-elhigh-radmid-az090.png,35,barrel,elhigh-radmid-az090,high,mid,90,0.7777777777777778,1.0,0.8750000000000001,1.0,0.7555555605226093,7,2,0,7,9,1,1,1.0,1.0,1.0,1.0,0.575,0.843043863773346,0.8690187931060791,0.7205034494400024,0.6261310380611178,2,0,0,barrel,26.87211261181048,mid,high,90.0,-1.0760948612187349e-06,2.4102480438159546e-06,0.000949421441,0.003906,19,201,0.681960588333917,class_regression_leave_one_scene_out,0.7063378898965904,1.0357459096312722,0.666262111155599,2.0,0.976980374750584,0.6863000005260946,1.006363142190928
S0-SM_barrel_13,S0-SM_barrel_13-elhigh-radnear-az135.png,36,barrel,elhigh-radnear-az135,high,near,135,0.8888888888888888,1.0,0.9411764705882352,1.0,0.8072222230490297,8,1,0,8,9,1,1,1.0,1.0,1.0,1.0,0.7375,0.8785359263420105,0.8332582116127014,0.8333406448364258,0.6943879353805755,4,0,0,barrel,23.80068969793193,near,high,135.0,5.416105466338195e-07,7.572901949970401e-07,0.000949421441,0.003906,19,201,0.681960588333917,class_regression_leave_one_scene_out,0.7139026000299213,1.046838500996137,0.682739785292468,2.0,1.0011425835625702,0.6983211926611947,1.0239905422793536
S0-SM_barrel_13,S0-SM_barrel_13-ellow-radfar-az225.png,37,barrel,ellow-radfar-az225,low,far,225,0.2916666666666667,0.875,0.4375,0.8679315466433764,0.6994357081595808,14,34,2,16,48,1,1,0.5714285714285714,1.0,0.7272727272727273,1.0,0.6809523835778236,0.8906604051589966,0.8318741321563721,0.785194993019104,0.6531834033912958,4,3,0,barrel,22.0774351054978,far,low,225.0,1.4167793835895282e-06,1.9046576937853388e-06,0.001085064236,0.0034719999999999,19,201,0.681960588333917,class_regression_leave_one_scene_out,0.4886913478088495,0.7165976394658826,0.549824825073607,2.0,0.8062413495431927,0.5192580864412282,0.7614194945045376
S0-SM_barrel_13,S0-SM_barrel_13-ellow-radfar-az315.png,38,barrel,ellow-radfar-az315,low,far,315,0.4,1.0,0.5714285714285715,1.0,0.7511999999761582,10,15,0,10,25,1,1,1.0,1.0,1.0,1.0,0.765625,0.9255850315093994,0.8437610864639282,0.9255850315093994,0.7809726318011201,4,0,0,barrel,22.014660864932477,far,low,315.0,-8.096654369182944e-08,1.846418220985413e-06,0.001302121528,0.0039835904658987,19,201,0.681960588333917,class_regression_leave_one_scene_out,0.4975462109343898,0.7295820600863959,0.5455684706671337,1.0,0.8,0.5215573408007617,0.7647910300431979
S0-SM_barrel_13,S0-SM_barrel_13-ellow-radmid-az000.png,39,barrel,ellow-radmid-az000,low,mid,0,0.5714285714285714,1.0,0.7272727272727273,1.0,0.7821428578346967,4,3,0,4,7,1,1,1.0,1.0,1.0,1.0,0.8,0.8753156065940857,0.8665536046028137,0.8621137142181396,0.7470677466332489,2,0,0,barrel,16.033414490426715,mid,low,0.0,2.338512302912932e-06,2.4267554170620542e-06,0.00260415625,0.0039835904658987,19,201,0.681960588333917,class_regression_leave_one_scene_out,0.61132431149669,0.8964217609557218,0.575870620894909,2.0,0.8444338730802698,0.5935974661957995,0.8704278170179958
S0-SM_barrel_13,S0-SM_barrel_13-ellow-radnear-az225.png,40,barrel,ellow-radnear-az225,low,near,225,0.25,0.9166666666666666,0.3928571428571429,0.9270833507180214,0.8555871280700419,11,33,1,12,44,1,1,0.5,1.0,0.6666666666666666,1.0,0.896875,0.9538684487342834,0.9347510933876038,0.9471429586410522,0.8853429161840936,4,4,0,barrel,10.144538605562026,near,low,225.0,-1.9139912410537363e-06,3.884285177946367e-06,0.005859375,0.0039835904658987,19,201,0.681960588333917,class_regression_leave_one_scene_out,0.7639003745364397,1.120153257540451,0.7718320581634114,4.0,1.1317839643036518,0.7678662163499255,1.1259686109220512
S0-SM_barrel_13,S0-SM_barrel_13-elmid-radfar-az135.png,41,barrel,elmid-radfar-az135,mid,far,135,0.34375,1.0,0.5116279069767442,0.9461279617816912,0.636348911823849,11,21,0,11,32,1,1,1.0,1.0,1.0,1.0,0.7083333343267441,0.8802050352096558,0.8655434250831604,0.8802050352096558,0.7618556809508092,4,0,0,barrel,24.89802561183724,far,mid,135.0,-1.5897262812814006e-06,1.883473125019464e-06,0.001085064236,0.0052260520471958,19,201,0.681960588333917,class_regression_leave_one_scene_out,0.683611322776633,1.0024205716150676,0.6275528067309315,3.0,0.9202185836927791,0.6555820647537822,0.9613195776539234
