split,instance_id,class_name,base_class,file_name,image_path,viewpoint,elevation,radius,azimuth
test,S0-SM_barrel_10,barrel,barrel,S0-SM_barrel_10-ellow-radmid-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_10-ellow-radmid-az090.png,ellow-radmid-az090,low,mid,90
test,S0-SM_barrel_10,barrel,barrel,S0-SM_barrel_10-ellow-radnear-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_10-ellow-radnear-az225.png,ellow-radnear-az225,low,near,225
test,S0-SM_barrel_10,barrel,barrel,S0-SM_barrel_10-elmid-radfar-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_10-elmid-radfar-az225.png,elmid-radfar-az225,mid,far,225
test,S0-SM_barrel_10,barrel,barrel,S0-SM_barrel_10-elmid-radfar-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_10-elmid-radfar-az270.png,elmid-radfar-az270,mid,far,270
test,S0-SM_barrel_10,barrel,barrel,S0-SM_barrel_10-elmid-radmid-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_10-elmid-radmid-az000.png,elmid-radmid-az000,mid,mid,0
test,S0-SM_barrel_10,barrel,barrel,S0-SM_barrel_10-elmid-radmid-az180.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_10-elmid-radmid-az180.png,elmid-radmid-az180,mid,mid,180
test,S0-SM_barrel_11,barrel,barrel,S0-SM_barrel_11-elhigh-radmid-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_11-elhigh-radmid-az000.png,elhigh-radmid-az000,high,mid,0
test,S0-SM_barrel_11,barrel,barrel,S0-SM_barrel_11-elhigh-radmid-az045.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_11-elhigh-radmid-az045.png,elhigh-radmid-az045,high,mid,45
test,S0-SM_barrel_11,barrel,barrel,S0-SM_barrel_11-elhigh-radmid-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_11-elhigh-radmid-az270.png,elhigh-radmid-az270,high,mid,270
test,S0-SM_barrel_11,barrel,barrel,S0-SM_barrel_11-elhigh-radnear-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_11-elhigh-radnear-az270.png,elhigh-radnear-az270,high,near,270
test,S0-SM_barrel_11,barrel,barrel,S0-SM_barrel_11-ellow-radnear-az180.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_11-ellow-radnear-az180.png,ellow-radnear-az180,low,near,180
test,S0-SM_barrel_11,barrel,barrel,S0-SM_barrel_11-elmid-radmid-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_11-elmid-radmid-az000.png,elmid-radmid-az000,mid,mid,0
test,S0-SM_barrel_11,barrel,barrel,S0-SM_barrel_11-elmid-radmid-az315.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_11-elmid-radmid-az315.png,elmid-radmid-az315,mid,mid,315
test,S0-SM_barrel_12,barrel,barrel,S0-SM_barrel_12-elhigh-radmid-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_12-elhigh-radmid-az000.png,elhigh-radmid-az000,high,mid,0
test,S0-SM_barrel_12,barrel,barrel,S0-SM_barrel_12-elhigh-radmid-az180.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_12-elhigh-radmid-az180.png,elhigh-radmid-az180,high,mid,180
test,S0-SM_barrel_12,barrel,barrel,S0-SM_barrel_12-elhigh-radmid-az315.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_12-elhigh-radmid-az315.png,elhigh-radmid-az315,high,mid,315
test,S0-SM_barrel_12,barrel,barrel,S0-SM_barrel_12-ellow-radfar-az045.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_12-ellow-radfar-az045.png,ellow-radfar-az045,low,far,45
test,S0-SM_barrel_12,barrel,barrel,S0-SM_barrel_12-ellow-radfar-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_12-ellow-radfar-az135.png,ellow-radfar-az135,low,far,135
test,S0-SM_barrel_12,barrel,barrel,S0-SM_barrel_12-ellow-radmid-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_12-ellow-radmid-az135.png,ellow-radmid-az135,low,mid,135
test,S0-SM_barrel_12,barrel,barrel,S0-SM_barrel_12-ellow-radnear-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_12-ellow-radnear-az090.png,ellow-radnear-az090,low,near,90
test,S0-SM_barrel_12,barrel,barrel,S0-SM_barrel_12-elmid-radnear-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_12-elmid-radnear-az090.png,elmid-radnear-az090,mid,near,90
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-elhigh-radmid-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-elhigh-radmid-az090.png,elhigh-radmid-az090,high,mid,90
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-elhigh-radnear-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-elhigh-radnear-az135.png,elhigh-radnear-az135,high,near,135
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-ellow-radfar-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-ellow-radfar-az225.png,ellow-radfar-az225,low,far,225
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-ellow-radfar-az315.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-ellow-radfar-az315.png,ellow-radfar-az315,low,far,315
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-ellow-radmid-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-ellow-radmid-az000.png,ellow-radmid-az000,low,mid,0
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-ellow-radnear-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-ellow-radnear-az225.png,ellow-radnear-az225,low,near,225
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-elmid-radfar-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-elmid-radfar-az135.png,elmid-radfar-az135,mid,far,135
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-elmid-radfar-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-elmid-radfar-az225.png,elmid-radfar-az225,mid,far,225
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-elmid-radmid-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-elmid-radmid-az000.png,elmid-radmid-az000,mid,mid,0
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-elmid-radmid-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-elmid-radmid-az225.png,elmid-radmid-az225,mid,mid,225
test,S0-SM_barrel_13,barrel,barrel,S0-SM_barrel_13-elmid-radnear-az315.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_13-elmid-radnear-az315.png,elmid-radnear-az315,mid,near,315
test,S0-SM_barrel_14,barrel,barrel,S0-SM_barrel_14-ellow-radfar-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_14-ellow-radfar-az135.png,ellow-radfar-az135,low,far,135
test,S0-SM_barrel_14,barrel,barrel,S0-SM_barrel_14-ellow-radnear-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_14-ellow-radnear-az000.png,ellow-radnear-az000,low,near,0
test,S0-SM_barrel_14,barrel,barrel,S0-SM_barrel_14-ellow-radnear-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_14-ellow-radnear-az270.png,ellow-radnear-az270,low,near,270
test,S0-SM_barrel_14,barrel,barrel,S0-SM_barrel_14-elmid-radfar-az045.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_14-elmid-radfar-az045.png,elmid-radfar-az045,mid,far,45
test,S0-SM_barrel_14,barrel,barrel,S0-SM_barrel_14-elmid-radfar-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_14-elmid-radfar-az090.png,elmid-radfar-az090,mid,far,90
test,S0-SM_barrel_14,barrel,barrel,S0-SM_barrel_14-elmid-radmid-az180.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_14-elmid-radmid-az180.png,elmid-radmid-az180,mid,mid,180
test,S0-SM_barrel_14,barrel,barrel,S0-SM_barrel_14-elmid-radmid-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_14-elmid-radmid-az270.png,elmid-radmid-az270,mid,mid,270
test,S0-SM_barrel_14,barrel,barrel,S0-SM_barrel_14-elmid-radmid-az315.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_14-elmid-radmid-az315.png,elmid-radmid-az315,mid,mid,315
test,S0-SM_barrel_14,barrel,barrel,S0-SM_barrel_14-elmid-radnear-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_14-elmid-radnear-az270.png,elmid-radnear-az270,mid,near,270
test,S0-SM_barrel_15,barrel,barrel,S0-SM_barrel_15-elhigh-radfar-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_15-elhigh-radfar-az090.png,elhigh-radfar-az090,high,far,90
test,S0-SM_barrel_15,barrel,barrel,S0-SM_barrel_15-elhigh-radmid-az045.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_15-elhigh-radmid-az045.png,elhigh-radmid-az045,high,mid,45
test,S0-SM_barrel_15,barrel,barrel,S0-SM_barrel_15-elhigh-radmid-az180.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_15-elhigh-radmid-az180.png,elhigh-radmid-az180,high,mid,180
test,S0-SM_barrel_15,barrel,barrel,S0-SM_barrel_15-elhigh-radnear-az180.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_15-elhigh-radnear-az180.png,elhigh-radnear-az180,high,near,180
test,S0-SM_barrel_15,barrel,barrel,S0-SM_barrel_15-ellow-radmid-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_15-ellow-radmid-az270.png,ellow-radmid-az270,low,mid,270
test,S0-SM_barrel_15,barrel,barrel,S0-SM_barrel_15-ellow-radnear-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_15-ellow-radnear-az000.png,ellow-radnear-az000,low,near,0
test,S0-SM_barrel_15,barrel,barrel,S0-SM_barrel_15-ellow-radnear-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_15-ellow-radnear-az090.png,ellow-radnear-az090,low,near,90
test,S0-SM_barrel_15,barrel,barrel,S0-SM_barrel_15-ellow-radnear-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_15-ellow-radnear-az135.png,ellow-radnear-az135,low,near,135
test,S0-SM_barrel_15,barrel,barrel,S0-SM_barrel_15-elmid-radmid-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_15-elmid-radmid-az000.png,elmid-radmid-az000,mid,mid,0
test,S0-SM_barrel_15,barrel,barrel,S0-SM_barrel_15-elmid-radnear-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_15-elmid-radnear-az270.png,elmid-radnear-az270,mid,near,270
test,S0-SM_barrel_16,barrel,barrel,S0-SM_barrel_16-elhigh-radfar-az180.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_16-elhigh-radfar-az180.png,elhigh-radfar-az180,high,far,180
test,S0-SM_barrel_16,barrel,barrel,S0-SM_barrel_16-elhigh-radfar-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_16-elhigh-radfar-az270.png,elhigh-radfar-az270,high,far,270
test,S0-SM_barrel_16,barrel,barrel,S0-SM_barrel_16-elhigh-radmid-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_16-elhigh-radmid-az090.png,elhigh-radmid-az090,high,mid,90
test,S0-SM_barrel_16,barrel,barrel,S0-SM_barrel_16-elhigh-radnear-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_16-elhigh-radnear-az000.png,elhigh-radnear-az000,high,near,0
test,S0-SM_barrel_16,barrel,barrel,S0-SM_barrel_16-elhigh-radnear-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_16-elhigh-radnear-az225.png,elhigh-radnear-az225,high,near,225
test,S0-SM_barrel_16,barrel,barrel,S0-SM_barrel_16-ellow-radfar-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_16-ellow-radfar-az270.png,ellow-radfar-az270,low,far,270
test,S0-SM_barrel_16,barrel,barrel,S0-SM_barrel_16-ellow-radmid-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_16-ellow-radmid-az000.png,ellow-radmid-az000,low,mid,0
test,S0-SM_barrel_16,barrel,barrel,S0-SM_barrel_16-ellow-radnear-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_16-ellow-radnear-az090.png,ellow-radnear-az090,low,near,90
test,S0-SM_barrel_17,barrel,barrel,S0-SM_barrel_17-elhigh-radmid-az180.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_17-elhigh-radmid-az180.png,elhigh-radmid-az180,high,mid,180
test,S0-SM_barrel_17,barrel,barrel,S0-SM_barrel_17-elhigh-radmid-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_17-elhigh-radmid-az270.png,elhigh-radmid-az270,high,mid,270
test,S0-SM_barrel_17,barrel,barrel,S0-SM_barrel_17-ellow-radfar-az045.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_17-ellow-radfar-az045.png,ellow-radfar-az045,low,far,45
test,S0-SM_barrel_17,barrel,barrel,S0-SM_barrel_17-ellow-radfar-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_17-ellow-radfar-az270.png,ellow-radfar-az270,low,far,270
test,S0-SM_barrel_17,barrel,barrel,S0-SM_barrel_17-ellow-radmid-az045.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_17-ellow-radmid-az045.png,ellow-radmid-az045,low,mid,45
test,S0-SM_barrel_17,barrel,barrel,S0-SM_barrel_17-ellow-radnear-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_17-ellow-radnear-az000.png,ellow-radnear-az000,low,near,0
test,S0-SM_barrel_17,barrel,barrel,S0-SM_barrel_17-elmid-radfar-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_17-elmid-radfar-az090.png,elmid-radfar-az090,mid,far,90
test,S0-SM_barrel_17,barrel,barrel,S0-SM_barrel_17-elmid-radmid-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_17-elmid-radmid-az090.png,elmid-radmid-az090,mid,mid,90
test,S0-SM_barrel_17,barrel,barrel,S0-SM_barrel_17-elmid-radnear-az045.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_17-elmid-radnear-az045.png,elmid-radnear-az045,mid,near,45
test,S0-SM_barrel_17,barrel,barrel,S0-SM_barrel_17-elmid-radnear-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_17-elmid-radnear-az225.png,elmid-radnear-az225,mid,near,225
test,S0-SM_barrel_18,barrel,barrel,S0-SM_barrel_18-elhigh-radfar-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_18-elhigh-radfar-az135.png,elhigh-radfar-az135,high,far,135
test,S0-SM_barrel_18,barrel,barrel,S0-SM_barrel_18-elhigh-radfar-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_18-elhigh-radfar-az225.png,elhigh-radfar-az225,high,far,225
test,S0-SM_barrel_18,barrel,barrel,S0-SM_barrel_18-elhigh-radmid-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_18-elhigh-radmid-az135.png,elhigh-radmid-az135,high,mid,135
test,S0-SM_barrel_18,barrel,barrel,S0-SM_barrel_18-ellow-radfar-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_18-ellow-radfar-az000.png,ellow-radfar-az000,low,far,0
test,S0-SM_barrel_18,barrel,barrel,S0-SM_barrel_18-ellow-radmid-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_18-ellow-radmid-az225.png,ellow-radmid-az225,low,mid,225
test,S0-SM_barrel_18,barrel,barrel,S0-SM_barrel_18-ellow-radnear-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_18-ellow-radnear-az225.png,ellow-radnear-az225,low,near,225
test,S0-SM_barrel_18,barrel,barrel,S0-SM_barrel_18-elmid-radmid-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_18-elmid-radmid-az270.png,elmid-radmid-az270,mid,mid,270
test,S0-SM_barrel_18,barrel,barrel,S0-SM_barrel_18-elmid-radmid-az315.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_18-elmid-radmid-az315.png,elmid-radmid-az315,mid,mid,315
test,S0-SM_barrel_18,barrel,barrel,S0-SM_barrel_18-elmid-radnear-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_18-elmid-radnear-az135.png,elmid-radnear-az135,mid,near,135
test,S0-SM_barrel_19,barrel,barrel,S0-SM_barrel_19-elhigh-radfar-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_19-elhigh-radfar-az090.png,elhigh-radfar-az090,high,far,90
test,S0-SM_barrel_19,barrel,barrel,S0-SM_barrel_19-elhigh-radfar-az315.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_19-elhigh-radfar-az315.png,elhigh-radfar-az315,high,far,315
test,S0-SM_barrel_19,barrel,barrel,S0-SM_barrel_19-elhigh-radnear-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_19-elhigh-radnear-az270.png,elhigh-radnear-az270,high,near,270
test,S0-SM_barrel_19,barrel,barrel,S0-SM_barrel_19-ellow-radfar-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_19-ellow-radfar-az000.png,ellow-radfar-az000,low,far,0
test,S0-SM_barrel_19,barrel,barrel,S0-SM_barrel_19-ellow-radfar-az045.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_19-ellow-radfar-az045.png,ellow-radfar-az045,low,far,45
test,S0-SM_barrel_19,barrel,barrel,S0-SM_barrel_19-ellow-radfar-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_19-ellow-radfar-az270.png,ellow-radfar-az270,low,far,270
test,S0-SM_barrel_19,barrel,barrel,S0-SM_barrel_19-ellow-radmid-az045.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_19-ellow-radmid-az045.png,ellow-radmid-az045,low,mid,45
test,S0-SM_barrel_19,barrel,barrel,S0-SM_barrel_19-ellow-radmid-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_19-ellow-radmid-az225.png,ellow-radmid-az225,low,mid,225
test,S0-SM_barrel_19,barrel,barrel,S0-SM_barrel_19-elmid-radfar-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_19-elmid-radfar-az135.png,elmid-radfar-az135,mid,far,135
test,S0-SM_barrel_2,barrel,barrel,S0-SM_barrel_2-elhigh-radmid-az135.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_2-elhigh-radmid-az135.png,elhigh-radmid-az135,high,mid,135
test,S0-SM_barrel_2,barrel,barrel,S0-SM_barrel_2-elhigh-radnear-az315.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_2-elhigh-radnear-az315.png,elhigh-radnear-az315,high,near,315
test,S0-SM_barrel_2,barrel,barrel,S0-SM_barrel_2-ellow-radfar-az225.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_2-ellow-radfar-az225.png,ellow-radfar-az225,low,far,225
test,S0-SM_barrel_2,barrel,barrel,S0-SM_barrel_2-ellow-radfar-az270.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_2-ellow-radfar-az270.png,ellow-radfar-az270,low,far,270
test,S0-SM_barrel_2,barrel,barrel,S0-SM_barrel_2-ellow-radfar-az315.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_2-ellow-radfar-az315.png,ellow-radfar-az315,low,far,315
test,S0-SM_barrel_2,barrel,barrel,S0-SM_barrel_2-ellow-radmid-az180.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_2-ellow-radmid-az180.png,ellow-radmid-az180,low,mid,180
test,S0-SM_barrel_2,barrel,barrel,S0-SM_barrel_2-ellow-radnear-az000.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_2-ellow-radnear-az000.png,ellow-radnear-az000,low,near,0
test,S0-SM_barrel_2,barrel,barrel,S0-SM_barrel_2-elmid-radfar-az045.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_2-elmid-radfar-az045.png,elmid-radfar-az045,mid,far,45
test,S0-SM_barrel_2,barrel,barrel,S0-SM_barrel_2-elmid-radfar-az090.png,C:\DATA\airsim\thesis\captures\S0_20251219_164144\dataset\images\test\S0-SM_barrel_2-elmid-radfar-az090.png,elmid-radfar-az090,mid,far,90
