object_id,description,target_class,view_index,file_name,image_key,image_path,label_path,image_exists,label_exists,duplicates_removed_from_group
la_souris_truck,La Souris truck,whitevan,5,2026-07-12 21.01.30.jpg,2026-07-12-21-01-30,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.01.30.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-01-30_jpg.rf.JBuLUWfrDgEhmbqNNd3k.txt,1,1,0
la_souris_truck,La Souris truck,whitevan,6,2026-07-12 21.01.33.jpg,2026-07-12-21-01-33,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.01.33.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-01-33_jpg.rf.VdzgMQKpliqW9clCPjFw.txt,1,1,0
la_souris_truck,La Souris truck,whitevan,7,2026-07-12 21.01.49.jpg,2026-07-12-21-01-49,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.01.49.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-01-49_jpg.rf.AeWLwcFhRksBo2jNjhJx.txt,1,1,0
la_souris_truck,La Souris truck,whitevan,8,2026-07-12 21.01.50.jpg,2026-07-12-21-01-50,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.01.50.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-01-50_jpg.rf.c3ozoMlR3l5RpL7eXGbV.txt,1,1,0
la_souris_truck,La Souris truck,whitevan,9,2026-07-12 21.01.51.jpg,2026-07-12-21-01-51,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.01.51.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-01-51_jpg.rf.U79drI6rTFwfacED6aew.txt,1,1,0
la_souris_truck,La Souris truck,whitevan,10,2026-07-12 21.05.27.jpg,2026-07-12-21-05-27,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.05.27.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-05-27_jpg.rf.SDZ66HW2ZOJAwAJnpWeG.txt,1,1,0
m_truck,M truck,whitevan,1,2026-07-12 21.22.14.jpg,2026-07-12-21-22-14,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.22.14.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-22-14_jpg.rf.EVCtLeGVLSPySV94RlMj.txt,1,1,0
m_truck,M truck,whitevan,2,2026-07-12 21.21.43.jpg,2026-07-12-21-21-43,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.21.43.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-21-43_jpg.rf.Da7PaPT4Yi42asxiQdKC.txt,1,1,0
m_truck,M truck,whitevan,3,2026-07-12 21.21.46.jpg,2026-07-12-21-21-46,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.21.46.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-21-46_jpg.rf.c0OB6qz2nSBdtJlMG6OJ.txt,1,1,0
m_truck,M truck,whitevan,4,2026-07-12 21.21.47.jpg,2026-07-12-21-21-47,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.21.47.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-21-47_jpg.rf.6OUClT8AW47jxfAdHx0H.txt,1,1,0
m_truck,M truck,whitevan,5,2026-07-12 21.22.11.jpg,2026-07-12-21-22-11,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.22.11.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-22-11_jpg.rf.siYrRWtz51VwPFFE5NsG.txt,1,1,0
white_truck_bottendaal,white truck Bottendaal,whitevan,1,2026-06-30 15.33.46.jpg,2026-06-30-15-33-46,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-30 15.33.46.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-30 15-33-46_jpg.rf.Wyy4NeNu5BqKYAySYSRk.txt,1,1,7
white_truck_bottendaal,white truck Bottendaal,whitevan,2,2026-06-30 15.33.52.jpg,2026-06-30-15-33-52,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-30 15.33.52.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-30 15-33-52_jpg.rf.kXCPcfJAMw374QcZnZ7o.txt,1,1,7
white_truck_bottendaal,white truck Bottendaal,whitevan,3,2026-06-30 15.34.24.jpg,2026-06-30-15-34-24,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-30 15.34.24.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-30 15-34-24_jpg.rf.NkZNwn9I20AcIZER3MJZ.txt,1,1,7
white_truck_bottendaal,white truck Bottendaal,whitevan,4,2026-06-30 15.34.33.jpg,2026-06-30-15-34-33,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-30 15.34.33.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-30 15-34-33_jpg.rf.ZvVvqcOxMlEpay2ItaJx.txt,1,1,7
white_truck_bottendaal,white truck Bottendaal,whitevan,5,2026-06-30 15.35.01.jpg,2026-06-30-15-35-01,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-30 15.35.01.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-30 15-35-01_jpg.rf.vcpar4QLnAwFogfWKebG.txt,1,1,7
white_truck_bottendaal,white truck Bottendaal,whitevan,6,2026-06-30 15.33.29.jpg,2026-06-30-15-33-29,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-30 15.33.29.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-30 15-33-29_jpg.rf.0CWKmpMx5jepccU1fbrX.txt,1,1,7
white_truck_bottendaal,white truck Bottendaal,whitevan,7,2026-06-30 15.33.34.jpg,2026-06-30-15-33-34,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-30 15.33.34.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-30 15-33-34_jpg.rf.OlM8F8UHplRmUkUvmghl.txt,1,1,7
