scene_id,episode_id,focus_object,file_name,view_idx,cam_x,cam_y,cam_z,cam_yaw,cam_pitch,tgt_x,tgt_y,tgt_z,azimuth_deg,azimuth_bin,radius_m,radius_name,radius_bin,elevation_z_off,elevation_name,elevation_bin
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radfar-az135.png,19,71.843652,-57.843652,7.520000,-44.945686,-4.096069,87.444483,-73.414933,9.098471,135,3,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radfar-az180.png,20,65.400002,-73.400002,7.520000,-0.038808,-4.095613,87.444483,-73.414933,9.098471,180,4,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radfar-az225.png,21,71.843652,-88.956351,7.520000,44.890692,-4.099978,87.444483,-73.414933,9.098471,225,5,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radfar-az270.png,22,87.400002,-95.400002,7.520000,89.884077,-4.106636,87.444483,-73.414933,9.098471,270,6,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radfar-az315.png,23,102.956351,-88.956351,7.520000,134.945478,-4.111689,87.444483,-73.414933,9.098471,315,7,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radnear-az000.png,24,97.400002,-73.400002,-2.480000,-179.914068,-49.310033,87.444483,-73.414933,9.098471,0,0,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radnear-az045.png,25,94.471069,-66.328934,-2.480000,-134.758792,-49.242776,87.444483,-73.414933,9.098471,45,1,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radnear-az090.png,26,87.400002,-63.400002,-2.480000,-89.745523,-49.141180,87.444483,-73.414933,9.098471,90,2,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radnear-az135.png,27,80.328934,-66.328934,-2.480000,-44.880782,-49.064833,87.444483,-73.414933,9.098471,135,3,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radnear-az180.png,28,77.400002,-73.400002,-2.480000,-0.085171,-49.057887,87.444483,-73.414933,9.098471,180,4,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radnear-az225.png,29,80.328934,-80.471069,-2.480000,44.759798,-49.124333,87.444483,-73.414933,9.098471,225,5,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radnear-az270.png,30,87.400002,-83.400002,-2.480000,89.744762,-49.225817,87.444483,-73.414933,9.098471,270,6,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radnear-az315.png,31,94.471069,-80.471069,-2.480000,134.879776,-49.302975,87.444483,-73.414933,9.098471,315,7,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radmid-az000.png,32,103.400002,-73.400002,-2.480000,-179.946382,-35.967326,87.444483,-73.414933,9.098471,0,0,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radmid-az045.png,33,98.713710,-62.086293,-2.480000,-134.849363,-35.927022,87.444483,-73.414933,9.098471,45,1,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radmid-az090.png,34,87.400002,-57.400002,-2.480000,-89.840862,-35.866064,87.444483,-73.414933,9.098471,90,2,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radmid-az135.png,35,76.086293,-62.086293,-2.480000,-44.925371,-35.820198,87.444483,-73.414933,9.098471,135,3,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radmid-az180.png,36,71.400002,-73.400002,-2.480000,-0.053320,-35.816022,87.444483,-73.414933,9.098471,180,4,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radmid-az225.png,37,76.086293,-84.713710,-2.480000,44.849756,-35.855948,87.444483,-73.414933,9.098471,225,5,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radmid-az270.png,38,87.400002,-89.400002,-2.480000,89.840565,-35.916853,87.444483,-73.414933,9.098471,270,6,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radmid-az315.png,39,98.713710,-84.713710,-2.480000,134.924978,-35.963098,87.444483,-73.414933,9.098471,315,7,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radfar-az000.png,40,109.400002,-73.400002,-2.480000,-179.961035,-27.805385,87.444483,-73.414933,9.098471,0,0,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radfar-az045.png,41,102.956351,-57.843652,-2.480000,-134.890485,-27.779972,87.444483,-73.414933,9.098471,45,1,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radfar-az090.png,42,87.400002,-51.400002,-2.480000,-89.884234,-27.741504,87.444483,-73.414933,9.098471,90,2,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radfar-az135.png,43,71.843652,-57.843652,-2.480000,-44.945686,-27.712535,87.444483,-73.414933,9.098471,135,3,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radfar-az180.png,44,65.400002,-73.400002,-2.480000,-0.038808,-27.709897,87.444483,-73.414933,9.098471,180,4,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radfar-az225.png,45,71.843652,-88.956351,-2.480000,44.890692,-27.735117,87.444483,-73.414933,9.098471,225,5,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radfar-az270.png,46,87.400002,-95.400002,-2.480000,89.884077,-27.773557,87.444483,-73.414933,9.098471,270,6,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radfar-az315.png,47,102.956351,-88.956351,-2.480000,134.945478,-27.802720,87.444483,-73.414933,9.098471,315,7,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radnear-az000.png,48,97.400002,-73.400002,-12.480000,-179.914068,-65.233101,87.444483,-73.414933,9.098471,0,0,10.0,near,0,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radnear-az045.png,49,94.471069,-66.328934,-12.480000,-134.758792,-65.181317,87.444483,-73.414933,9.098471,45,1,10.0,near,0,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radnear-az090.png,50,87.400002,-63.400002,-12.480000,-89.745523,-65.102978,87.444483,-73.414933,9.098471,90,2,10.0,near,0,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radnear-az135.png,51,80.328934,-66.328934,-12.480000,-44.880782,-65.044015,87.444483,-73.414933,9.098471,135,3,10.0,near,0,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radnear-az180.png,52,77.400002,-73.400002,-12.480000,-0.085171,-65.038647,87.444483,-73.414933,9.098471,180,4,10.0,near,0,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radnear-az225.png,53,80.328934,-80.471069,-12.480000,44.759798,-65.089974,87.444483,-73.414933,9.098471,225,5,10.0,near,0,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radnear-az270.png,54,87.400002,-83.400002,-12.480000,89.744762,-65.168250,87.444483,-73.414933,9.098471,270,6,10.0,near,0,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radnear-az315.png,55,94.471069,-80.471069,-12.480000,134.879776,-65.227670,87.444483,-73.414933,9.098471,315,7,10.0,near,0,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radmid-az000.png,56,103.400002,-73.400002,-12.480000,-179.946382,-53.520086,87.444483,-73.414933,9.098471,0,0,16.0,mid,1,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radmid-az045.png,57,98.713710,-62.086293,-12.480000,-134.849363,-53.479534,87.444483,-73.414933,9.098471,45,1,16.0,mid,1,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radmid-az090.png,58,87.400002,-57.400002,-12.480000,-89.840862,-53.418135,87.444483,-73.414933,9.098471,90,2,16.0,mid,1,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radmid-az135.png,59,76.086293,-62.086293,-12.480000,-44.925371,-53.371881,87.444483,-73.414933,9.098471,135,3,16.0,mid,1,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radmid-az180.png,60,71.400002,-73.400002,-12.480000,-0.053320,-53.367668,87.444483,-73.414933,9.098471,180,4,16.0,mid,1,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radmid-az225.png,61,76.086293,-84.713710,-12.480000,44.849756,-53.407937,87.444483,-73.414933,9.098471,225,5,16.0,mid,1,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radmid-az270.png,62,87.400002,-89.400002,-12.480000,89.840565,-53.469297,87.444483,-73.414933,9.098471,270,6,16.0,mid,1,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radmid-az315.png,63,98.713710,-84.713710,-12.480000,134.924978,-53.515834,87.444483,-73.414933,9.098471,315,7,16.0,mid,1,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radfar-az000.png,64,109.400002,-73.400002,-12.480000,-179.961035,-44.503768,87.444483,-73.414933,9.098471,0,0,22.0,far,2,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radfar-az045.png,65,102.956351,-57.843652,-12.480000,-134.890485,-44.472968,87.444483,-73.414933,9.098471,45,1,22.0,far,2,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radfar-az090.png,66,87.400002,-51.400002,-12.480000,-89.884234,-44.426312,87.444483,-73.414933,9.098471,90,2,22.0,far,2,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radfar-az135.png,67,71.843652,-57.843652,-12.480000,-44.945686,-44.391148,87.444483,-73.414933,9.098471,135,3,22.0,far,2,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radfar-az180.png,68,65.400002,-73.400002,-12.480000,-0.038808,-44.387945,87.444483,-73.414933,9.098471,180,4,22.0,far,2,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radfar-az225.png,69,71.843652,-88.956351,-12.480000,44.890692,-44.418561,87.444483,-73.414933,9.098471,225,5,22.0,far,2,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radfar-az270.png,70,87.400002,-95.400002,-12.480000,89.884077,-44.465191,87.444483,-73.414933,9.098471,270,6,22.0,far,2,-22.0,high,2
S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radfar-az315.png,71,102.956351,-88.956351,-12.480000,134.945478,-44.500539,87.444483,-73.414933,9.098471,315,7,22.0,far,2,-22.0,high,2
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radnear-az000.png,0,337.399994,531.599976,7.520000,-179.914068,-9.009380,327.444475,531.585044,9.098471,0,0,10.0,near,0,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radnear-az045.png,1,334.471062,538.671043,7.520000,-134.758792,-8.988365,327.444475,531.585044,9.098471,45,1,10.0,near,0,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radnear-az090.png,2,327.399994,541.599976,7.520000,-89.745523,-8.956725,327.444475,531.585044,9.098471,90,2,10.0,near,0,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radnear-az135.png,3,320.328926,538.671043,7.520000,-44.880782,-8.933029,327.444475,531.585044,9.098471,135,3,10.0,near,0,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radnear-az180.png,4,317.399994,531.599976,7.520000,-0.085171,-8.930877,327.444475,531.585044,9.098471,180,4,10.0,near,0,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radnear-az225.png,5,320.328926,524.528908,7.520000,44.759798,-8.951490,327.444475,531.585044,9.098471,225,5,10.0,near,0,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radnear-az270.png,6,327.399994,521.599976,7.520000,89.744762,-8.983075,327.444475,531.585044,9.098471,270,6,10.0,near,0,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radnear-az315.png,7,334.471062,524.528908,7.520000,134.737192,-6.869409,327.444475,531.585044,9.098471,315,7,10.0,near,0,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radmid-az000.png,8,343.399994,531.599976,7.520000,-179.946382,-5.649857,327.444475,531.585044,9.098471,0,0,16.0,mid,1,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radmid-az045.png,9,338.713702,542.913684,7.520000,-134.849363,-5.641555,327.444475,531.585044,9.098471,45,1,16.0,mid,1,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radmid-az090.png,10,327.399994,547.599976,7.520000,-89.840862,-5.629013,327.444475,531.585044,9.098471,90,2,16.0,mid,1,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radmid-az135.png,11,316.086285,542.913684,7.520000,-44.925371,-5.619589,327.444475,531.585044,9.098471,135,3,16.0,mid,1,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radmid-az180.png,12,311.399994,531.599976,7.520000,-0.053320,-5.618732,327.444475,531.585044,9.098471,180,4,16.0,mid,1,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radmid-az225.png,13,316.086285,520.286267,7.520000,44.849756,-5.626934,327.444475,531.585044,9.098471,225,5,16.0,mid,1,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radmid-az270.png,14,327.399994,515.599976,7.520000,89.840565,-5.639461,327.444475,531.585044,9.098471,270,6,16.0,mid,1,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radmid-az315.png,15,338.713702,520.286267,7.520000,134.924978,-5.648986,327.444475,531.585044,9.098471,315,7,16.0,mid,1,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az000.png,16,349.399994,531.599976,7.520000,-179.961035,-4.112151,327.444475,531.585044,9.098471,0,0,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az045.png,17,342.956343,547.156325,7.520000,-134.890485,-4.107747,327.444475,531.585044,9.098471,45,1,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az090.png,18,327.399994,553.599976,7.520000,-89.884234,-4.101084,327.444475,531.585044,9.098471,90,2,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az135.png,19,311.843645,547.156325,7.520000,-44.945686,-4.096069,327.444475,531.585044,9.098471,135,3,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az180.png,20,305.399994,531.599976,7.520000,-0.038808,-4.095613,327.444475,531.585044,9.098471,180,4,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az225.png,21,311.843645,516.043626,7.520000,44.890692,-4.099978,327.444475,531.585044,9.098471,225,5,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az270.png,22,327.399994,509.599976,7.520000,89.884077,-4.106636,327.444475,531.585044,9.098471,270,6,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az315.png,23,342.956343,516.043626,7.520000,134.945478,-4.111689,327.444475,531.585044,9.098471,315,7,22.0,far,2,-2.0,low,0
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radnear-az000.png,24,337.399994,531.599976,-2.480000,-179.914068,-49.310033,327.444475,531.585044,9.098471,0,0,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radnear-az045.png,25,334.471062,538.671043,-2.480000,-134.758792,-49.242776,327.444475,531.585044,9.098471,45,1,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radnear-az090.png,26,327.399994,541.599976,-2.480000,-89.745523,-49.141180,327.444475,531.585044,9.098471,90,2,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radnear-az135.png,27,320.328926,538.671043,-2.480000,-44.880782,-49.064833,327.444475,531.585044,9.098471,135,3,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radnear-az180.png,28,317.399994,531.599976,-2.480000,-0.085171,-49.057887,327.444475,531.585044,9.098471,180,4,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radnear-az225.png,29,320.328926,524.528908,-2.480000,44.759798,-49.124333,327.444475,531.585044,9.098471,225,5,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radnear-az270.png,30,327.399994,521.599976,-2.480000,89.744762,-49.225817,327.444475,531.585044,9.098471,270,6,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radnear-az315.png,31,334.471062,524.528908,-2.480000,134.879776,-49.302975,327.444475,531.585044,9.098471,315,7,10.0,near,0,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az000.png,32,343.399994,531.599976,-2.480000,-179.946382,-35.967326,327.444475,531.585044,9.098471,0,0,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az045.png,33,338.713702,542.913684,-2.480000,-134.849363,-35.927022,327.444475,531.585044,9.098471,45,1,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az090.png,34,327.399994,547.599976,-2.480000,-89.840862,-35.866064,327.444475,531.585044,9.098471,90,2,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az135.png,35,316.086285,542.913684,-2.480000,-44.925371,-35.820198,327.444475,531.585044,9.098471,135,3,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az180.png,36,311.399994,531.599976,-2.480000,-0.053320,-35.816022,327.444475,531.585044,9.098471,180,4,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az225.png,37,316.086285,520.286267,-2.480000,44.849756,-35.855948,327.444475,531.585044,9.098471,225,5,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az270.png,38,327.399994,515.599976,-2.480000,89.840565,-35.916853,327.444475,531.585044,9.098471,270,6,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az315.png,39,338.713702,520.286267,-2.480000,134.924978,-35.963098,327.444475,531.585044,9.098471,315,7,16.0,mid,1,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radfar-az000.png,40,349.399994,531.599976,-2.480000,-179.961035,-27.805385,327.444475,531.585044,9.098471,0,0,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radfar-az045.png,41,342.956343,547.156325,-2.480000,-134.890485,-27.779972,327.444475,531.585044,9.098471,45,1,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radfar-az090.png,42,327.399994,553.599976,-2.480000,-89.884234,-27.741504,327.444475,531.585044,9.098471,90,2,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radfar-az135.png,43,311.843645,547.156325,-2.480000,-44.945686,-27.712535,327.444475,531.585044,9.098471,135,3,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radfar-az180.png,44,305.399994,531.599976,-2.480000,-0.038808,-27.709897,327.444475,531.585044,9.098471,180,4,22.0,far,2,-12.0,mid,1
S0,S0_SM_barrel_10,SM_barrel_10,S0-SM_barrel_10-elmid-radfar-az225.png,45,311.843645,516.043626,-2.480000,44.890692,-27.735117,327.444475,531.585044,9.098471,225,5,22.0,far,2,-12.0,mid,1
