split,class_name,scene_id,episode_id,focus_object,file_name,image_path,label_path,view_idx,azimuth_deg,azimuth_bin,radius_m,radius_name,radius_bin,elevation_z_off,elevation_name,elevation_bin
train,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radmid-az000.png,images/train/S0-SM_tank1-ellow-radmid-az000.png,labels/train/S0-SM_tank1-ellow-radmid-az000.txt,8,0,0,14.4,mid,1,-2.0,low,0
train,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radmid-az045.png,images/train/S0-SM_tank1-ellow-radmid-az045.png,labels/train/S0-SM_tank1-ellow-radmid-az045.txt,9,45,1,14.4,mid,1,-2.0,low,0
train,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radmid-az090.png,images/train/S0-SM_tank1-ellow-radmid-az090.png,labels/train/S0-SM_tank1-ellow-radmid-az090.txt,10,90,2,14.4,mid,1,-2.0,low,0
train,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radmid-az135.png,images/train/S0-SM_tank1-ellow-radmid-az135.png,labels/train/S0-SM_tank1-ellow-radmid-az135.txt,11,135,3,14.4,mid,1,-2.0,low,0
train,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radmid-az180.png,images/train/S0-SM_tank1-ellow-radmid-az180.png,labels/train/S0-SM_tank1-ellow-radmid-az180.txt,12,180,4,14.4,mid,1,-2.0,low,0
train,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radnear-az045.png,images/train/S0-SM_tower_1-ellow-radnear-az045.png,labels/train/S0-SM_tower_1-ellow-radnear-az045.txt,1,45,1,12.0,near,0,-2.0,low,0
train,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radnear-az090.png,images/train/S0-SM_tower_1-ellow-radnear-az090.png,labels/train/S0-SM_tower_1-ellow-radnear-az090.txt,2,90,2,12.0,near,0,-2.0,low,0
train,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radnear-az225.png,images/train/S0-SM_tower_1-ellow-radnear-az225.png,labels/train/S0-SM_tower_1-ellow-radnear-az225.txt,5,225,5,12.0,near,0,-2.0,low,0
train,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radnear-az270.png,images/train/S0-SM_tower_1-ellow-radnear-az270.png,labels/train/S0-SM_tower_1-ellow-radnear-az270.txt,6,270,6,12.0,near,0,-2.0,low,0
train,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radnear-az315.png,images/train/S0-SM_tower_1-ellow-radnear-az315.png,labels/train/S0-SM_tower_1-ellow-radnear-az315.txt,7,315,7,12.0,near,0,-2.0,low,0
train,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radmid-az000.png,images/train/S0-SM_tower_1-ellow-radmid-az000.png,labels/train/S0-SM_tower_1-ellow-radmid-az000.txt,8,0,0,19.2,mid,1,-2.0,low,0
train,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radmid-az045.png,images/train/S0-SM_tower_1-ellow-radmid-az045.png,labels/train/S0-SM_tower_1-ellow-radmid-az045.txt,9,45,1,19.2,mid,1,-2.0,low,0
train,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radmid-az090.png,images/train/S0-SM_tower_1-ellow-radmid-az090.png,labels/train/S0-SM_tower_1-ellow-radmid-az090.txt,10,90,2,19.2,mid,1,-2.0,low,0
train,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radmid-az135.png,images/train/S0-SM_tower_1-ellow-radmid-az135.png,labels/train/S0-SM_tower_1-ellow-radmid-az135.txt,11,135,3,19.2,mid,1,-2.0,low,0
train,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radmid-az180.png,images/train/S0-SM_tower_1-ellow-radmid-az180.png,labels/train/S0-SM_tower_1-ellow-radmid-az180.txt,12,180,4,19.2,mid,1,-2.0,low,0
train,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radnear-az090.png,images/train/S0-SM_container_1-ellow-radnear-az090.png,labels/train/S0-SM_container_1-ellow-radnear-az090.txt,2,90,2,10.0,near,0,-2.0,low,0
train,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radnear-az135.png,images/train/S0-SM_container_1-ellow-radnear-az135.png,labels/train/S0-SM_container_1-ellow-radnear-az135.txt,3,135,3,10.0,near,0,-2.0,low,0
train,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radnear-az180.png,images/train/S0-SM_container_1-ellow-radnear-az180.png,labels/train/S0-SM_container_1-ellow-radnear-az180.txt,4,180,4,10.0,near,0,-2.0,low,0
train,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radnear-az225.png,images/train/S0-SM_container_1-ellow-radnear-az225.png,labels/train/S0-SM_container_1-ellow-radnear-az225.txt,5,225,5,10.0,near,0,-2.0,low,0
train,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radnear-az270.png,images/train/S0-SM_container_1-ellow-radnear-az270.png,labels/train/S0-SM_container_1-ellow-radnear-az270.txt,6,270,6,10.0,near,0,-2.0,low,0
train,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radnear-az315.png,images/train/S0-SM_container_1-ellow-radnear-az315.png,labels/train/S0-SM_container_1-ellow-radnear-az315.txt,7,315,7,10.0,near,0,-2.0,low,0
train,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radmid-az000.png,images/train/S0-SM_container_1-ellow-radmid-az000.png,labels/train/S0-SM_container_1-ellow-radmid-az000.txt,8,0,0,16.0,mid,1,-2.0,low,0
train,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radmid-az045.png,images/train/S0-SM_container_1-ellow-radmid-az045.png,labels/train/S0-SM_container_1-ellow-radmid-az045.txt,9,45,1,16.0,mid,1,-2.0,low,0
train,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radmid-az090.png,images/train/S0-SM_container_1-ellow-radmid-az090.png,labels/train/S0-SM_container_1-ellow-radmid-az090.txt,10,90,2,16.0,mid,1,-2.0,low,0
train,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radmid-az225.png,images/train/S0-SM_container_1-ellow-radmid-az225.png,labels/train/S0-SM_container_1-ellow-radmid-az225.txt,13,225,5,16.0,mid,1,-2.0,low,0
train,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radnear-az045.png,images/train/S0-SM_whitevann10-ellow-radnear-az045.png,labels/train/S0-SM_whitevann10-ellow-radnear-az045.txt,1,45,1,10.0,near,0,-2.0,low,0
train,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radnear-az090.png,images/train/S0-SM_whitevann10-ellow-radnear-az090.png,labels/train/S0-SM_whitevann10-ellow-radnear-az090.txt,2,90,2,10.0,near,0,-2.0,low,0
train,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radnear-az135.png,images/train/S0-SM_whitevann10-ellow-radnear-az135.png,labels/train/S0-SM_whitevann10-ellow-radnear-az135.txt,3,135,3,10.0,near,0,-2.0,low,0
train,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radnear-az180.png,images/train/S0-SM_whitevann10-ellow-radnear-az180.png,labels/train/S0-SM_whitevann10-ellow-radnear-az180.txt,4,180,4,10.0,near,0,-2.0,low,0
train,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radnear-az270.png,images/train/S0-SM_whitevann10-ellow-radnear-az270.png,labels/train/S0-SM_whitevann10-ellow-radnear-az270.txt,6,270,6,10.0,near,0,-2.0,low,0
train,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radnear-az315.png,images/train/S0-SM_whitevann10-ellow-radnear-az315.png,labels/train/S0-SM_whitevann10-ellow-radnear-az315.txt,7,315,7,10.0,near,0,-2.0,low,0
train,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radmid-az000.png,images/train/S0-SM_whitevann10-ellow-radmid-az000.png,labels/train/S0-SM_whitevann10-ellow-radmid-az000.txt,8,0,0,16.0,mid,1,-2.0,low,0
train,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radmid-az045.png,images/train/S0-SM_whitevann10-ellow-radmid-az045.png,labels/train/S0-SM_whitevann10-ellow-radmid-az045.txt,9,45,1,16.0,mid,1,-2.0,low,0
train,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radmid-az135.png,images/train/S0-SM_whitevann10-ellow-radmid-az135.png,labels/train/S0-SM_whitevann10-ellow-radmid-az135.txt,11,135,3,16.0,mid,1,-2.0,low,0
train,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radmid-az180.png,images/train/S0-SM_whitevann10-ellow-radmid-az180.png,labels/train/S0-SM_whitevann10-ellow-radmid-az180.txt,12,180,4,16.0,mid,1,-2.0,low,0
train,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radnear-az000.png,images/train/S0-SM_suv1-ellow-radnear-az000.png,labels/train/S0-SM_suv1-ellow-radnear-az000.txt,0,0,0,10.0,near,0,-2.0,low,0
train,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radnear-az045.png,images/train/S0-SM_suv1-ellow-radnear-az045.png,labels/train/S0-SM_suv1-ellow-radnear-az045.txt,1,45,1,10.0,near,0,-2.0,low,0
train,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radnear-az135.png,images/train/S0-SM_suv1-ellow-radnear-az135.png,labels/train/S0-SM_suv1-ellow-radnear-az135.txt,3,135,3,10.0,near,0,-2.0,low,0
train,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radnear-az180.png,images/train/S0-SM_suv1-ellow-radnear-az180.png,labels/train/S0-SM_suv1-ellow-radnear-az180.txt,4,180,4,10.0,near,0,-2.0,low,0
train,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radnear-az315.png,images/train/S0-SM_suv1-ellow-radnear-az315.png,labels/train/S0-SM_suv1-ellow-radnear-az315.txt,7,315,7,10.0,near,0,-2.0,low,0
train,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radmid-az000.png,images/train/S0-SM_suv1-ellow-radmid-az000.png,labels/train/S0-SM_suv1-ellow-radmid-az000.txt,8,0,0,16.0,mid,1,-2.0,low,0
train,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radmid-az045.png,images/train/S0-SM_suv1-ellow-radmid-az045.png,labels/train/S0-SM_suv1-ellow-radmid-az045.txt,9,45,1,16.0,mid,1,-2.0,low,0
train,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radmid-az135.png,images/train/S0-SM_suv1-ellow-radmid-az135.png,labels/train/S0-SM_suv1-ellow-radmid-az135.txt,11,135,3,16.0,mid,1,-2.0,low,0
train,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radmid-az225.png,images/train/S0-SM_suv1-ellow-radmid-az225.png,labels/train/S0-SM_suv1-ellow-radmid-az225.txt,13,225,5,16.0,mid,1,-2.0,low,0
train,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radmid-az270.png,images/train/S0-SM_suv1-ellow-radmid-az270.png,labels/train/S0-SM_suv1-ellow-radmid-az270.txt,14,270,6,16.0,mid,1,-2.0,low,0
train,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radnear-az000.png,images/train/S0-SM_male1-ellow-radnear-az000.png,labels/train/S0-SM_male1-ellow-radnear-az000.txt,0,0,0,10.0,near,0,-2.0,low,0
train,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radnear-az135.png,images/train/S0-SM_male1-ellow-radnear-az135.png,labels/train/S0-SM_male1-ellow-radnear-az135.txt,3,135,3,10.0,near,0,-2.0,low,0
train,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radnear-az225.png,images/train/S0-SM_male1-ellow-radnear-az225.png,labels/train/S0-SM_male1-ellow-radnear-az225.txt,5,225,5,10.0,near,0,-2.0,low,0
train,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radnear-az315.png,images/train/S0-SM_male1-ellow-radnear-az315.png,labels/train/S0-SM_male1-ellow-radnear-az315.txt,7,315,7,10.0,near,0,-2.0,low,0
train,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radmid-az000.png,images/train/S0-SM_male1-ellow-radmid-az000.png,labels/train/S0-SM_male1-ellow-radmid-az000.txt,8,0,0,16.0,mid,1,-2.0,low,0
train,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radmid-az045.png,images/train/S0-SM_male1-ellow-radmid-az045.png,labels/train/S0-SM_male1-ellow-radmid-az045.txt,9,45,1,16.0,mid,1,-2.0,low,0
train,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radmid-az090.png,images/train/S0-SM_male1-ellow-radmid-az090.png,labels/train/S0-SM_male1-ellow-radmid-az090.txt,10,90,2,16.0,mid,1,-2.0,low,0
train,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radmid-az135.png,images/train/S0-SM_male1-ellow-radmid-az135.png,labels/train/S0-SM_male1-ellow-radmid-az135.txt,11,135,3,16.0,mid,1,-2.0,low,0
train,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radmid-az225.png,images/train/S0-SM_male1-ellow-radmid-az225.png,labels/train/S0-SM_male1-ellow-radmid-az225.txt,13,225,5,16.0,mid,1,-2.0,low,0
train,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radmid-az270.png,images/train/S0-SM_male1-ellow-radmid-az270.png,labels/train/S0-SM_male1-ellow-radmid-az270.txt,14,270,6,16.0,mid,1,-2.0,low,0
train,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radnear-az000.png,images/train/S0-SM_rock1-ellow-radnear-az000.png,labels/train/S0-SM_rock1-ellow-radnear-az000.txt,0,0,0,10.0,near,0,-2.0,low,0
train,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radnear-az135.png,images/train/S0-SM_rock1-ellow-radnear-az135.png,labels/train/S0-SM_rock1-ellow-radnear-az135.txt,3,135,3,10.0,near,0,-2.0,low,0
train,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radnear-az225.png,images/train/S0-SM_rock1-ellow-radnear-az225.png,labels/train/S0-SM_rock1-ellow-radnear-az225.txt,5,225,5,10.0,near,0,-2.0,low,0
train,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radnear-az270.png,images/train/S0-SM_rock1-ellow-radnear-az270.png,labels/train/S0-SM_rock1-ellow-radnear-az270.txt,6,270,6,10.0,near,0,-2.0,low,0
train,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radnear-az315.png,images/train/S0-SM_rock1-ellow-radnear-az315.png,labels/train/S0-SM_rock1-ellow-radnear-az315.txt,7,315,7,10.0,near,0,-2.0,low,0
train,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radmid-az270.png,images/train/S0-SM_rock1-ellow-radmid-az270.png,labels/train/S0-SM_rock1-ellow-radmid-az270.txt,14,270,6,16.0,mid,1,-2.0,low,0
train,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radfar-az000.png,images/train/S0-SM_rock1-ellow-radfar-az000.png,labels/train/S0-SM_rock1-ellow-radfar-az000.txt,16,0,0,22.0,far,2,-2.0,low,0
train,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radfar-az090.png,images/train/S0-SM_rock1-ellow-radfar-az090.png,labels/train/S0-SM_rock1-ellow-radfar-az090.txt,18,90,2,22.0,far,2,-2.0,low,0
train,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radfar-az135.png,images/train/S0-SM_rock1-ellow-radfar-az135.png,labels/train/S0-SM_rock1-ellow-radfar-az135.txt,19,135,3,22.0,far,2,-2.0,low,0
train,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radfar-az180.png,images/train/S0-SM_rock1-ellow-radfar-az180.png,labels/train/S0-SM_rock1-ellow-radfar-az180.txt,20,180,4,22.0,far,2,-2.0,low,0
train,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az045.png,images/train/S0-SM_barrel_1-ellow-radnear-az045.png,labels/train/S0-SM_barrel_1-ellow-radnear-az045.txt,1,45,1,10.0,near,0,-2.0,low,0
train,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az180.png,images/train/S0-SM_barrel_1-ellow-radnear-az180.png,labels/train/S0-SM_barrel_1-ellow-radnear-az180.txt,4,180,4,10.0,near,0,-2.0,low,0
train,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az225.png,images/train/S0-SM_barrel_1-ellow-radnear-az225.png,labels/train/S0-SM_barrel_1-ellow-radnear-az225.txt,5,225,5,10.0,near,0,-2.0,low,0
train,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az315.png,images/train/S0-SM_barrel_1-ellow-radnear-az315.png,labels/train/S0-SM_barrel_1-ellow-radnear-az315.txt,7,315,7,10.0,near,0,-2.0,low,0
train,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radmid-az000.png,images/train/S0-SM_barrel_1-ellow-radmid-az000.png,labels/train/S0-SM_barrel_1-ellow-radmid-az000.txt,8,0,0,16.0,mid,1,-2.0,low,0
train,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radmid-az045.png,images/train/S0-SM_barrel_1-ellow-radmid-az045.png,labels/train/S0-SM_barrel_1-ellow-radmid-az045.txt,9,45,1,16.0,mid,1,-2.0,low,0
train,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radmid-az090.png,images/train/S0-SM_barrel_1-ellow-radmid-az090.png,labels/train/S0-SM_barrel_1-ellow-radmid-az090.txt,10,90,2,16.0,mid,1,-2.0,low,0
train,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radmid-az180.png,images/train/S0-SM_barrel_1-ellow-radmid-az180.png,labels/train/S0-SM_barrel_1-ellow-radmid-az180.txt,12,180,4,16.0,mid,1,-2.0,low,0
train,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radmid-az225.png,images/train/S0-SM_barrel_1-ellow-radmid-az225.png,labels/train/S0-SM_barrel_1-ellow-radmid-az225.txt,13,225,5,16.0,mid,1,-2.0,low,0
train,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radmid-az270.png,images/train/S0-SM_barrel_1-ellow-radmid-az270.png,labels/train/S0-SM_barrel_1-ellow-radmid-az270.txt,14,270,6,16.0,mid,1,-2.0,low,0
train,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radnear-az045.png,images/train/S0-SM_tree1-ellow-radnear-az045.png,labels/train/S0-SM_tree1-ellow-radnear-az045.txt,1,45,1,10.0,near,0,-2.0,low,0
train,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radnear-az135.png,images/train/S0-SM_tree1-ellow-radnear-az135.png,labels/train/S0-SM_tree1-ellow-radnear-az135.txt,3,135,3,10.0,near,0,-2.0,low,0
train,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radnear-az180.png,images/train/S0-SM_tree1-ellow-radnear-az180.png,labels/train/S0-SM_tree1-ellow-radnear-az180.txt,4,180,4,10.0,near,0,-2.0,low,0
train,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radnear-az225.png,images/train/S0-SM_tree1-ellow-radnear-az225.png,labels/train/S0-SM_tree1-ellow-radnear-az225.txt,5,225,5,10.0,near,0,-2.0,low,0
train,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radnear-az270.png,images/train/S0-SM_tree1-ellow-radnear-az270.png,labels/train/S0-SM_tree1-ellow-radnear-az270.txt,6,270,6,10.0,near,0,-2.0,low,0
train,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radnear-az315.png,images/train/S0-SM_tree1-ellow-radnear-az315.png,labels/train/S0-SM_tree1-ellow-radnear-az315.txt,7,315,7,10.0,near,0,-2.0,low,0
train,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radmid-az000.png,images/train/S0-SM_tree1-ellow-radmid-az000.png,labels/train/S0-SM_tree1-ellow-radmid-az000.txt,8,0,0,16.0,mid,1,-2.0,low,0
train,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radmid-az045.png,images/train/S0-SM_tree1-ellow-radmid-az045.png,labels/train/S0-SM_tree1-ellow-radmid-az045.txt,9,45,1,16.0,mid,1,-2.0,low,0
train,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radmid-az135.png,images/train/S0-SM_tree1-ellow-radmid-az135.png,labels/train/S0-SM_tree1-ellow-radmid-az135.txt,11,135,3,16.0,mid,1,-2.0,low,0
train,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radmid-az180.png,images/train/S0-SM_tree1-ellow-radmid-az180.png,labels/train/S0-SM_tree1-ellow-radmid-az180.txt,12,180,4,16.0,mid,1,-2.0,low,0
val,tent,S0,S0_SM_tent_1,SM_tent_1,S0-SM_tent_1-ellow-radnear-az225.png,images/val/S0-SM_tent_1-ellow-radnear-az225.png,labels/val/S0-SM_tent_1-ellow-radnear-az225.txt,5,225,5,10.0,near,0,-2.0,low,0
val,tent,S0,S0_SM_tent_1,SM_tent_1,S0-SM_tent_1-ellow-radmid-az000.png,images/val/S0-SM_tent_1-ellow-radmid-az000.png,labels/val/S0-SM_tent_1-ellow-radmid-az000.txt,8,0,0,16.0,mid,1,-2.0,low,0
val,tent,S0,S0_SM_tent_1,SM_tent_1,S0-SM_tent_1-elmid-radnear-az045.png,images/val/S0-SM_tent_1-elmid-radnear-az045.png,labels/val/S0-SM_tent_1-elmid-radnear-az045.txt,25,45,1,10.0,near,0,-12.0,mid,1
val,tent,S0,S0_SM_tent_1,SM_tent_1,S0-SM_tent_1-elmid-radmid-az090.png,images/val/S0-SM_tent_1-elmid-radmid-az090.png,labels/val/S0-SM_tent_1-elmid-radmid-az090.txt,34,90,2,16.0,mid,1,-12.0,mid,1
val,tent,S0,S0_SM_tent_1,SM_tent_1,S0-SM_tent_1-elmid-radmid-az180.png,images/val/S0-SM_tent_1-elmid-radmid-az180.png,labels/val/S0-SM_tent_1-elmid-radmid-az180.txt,36,180,4,16.0,mid,1,-12.0,mid,1
val,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radnear-az000.png,images/val/S0-SM_tank1-ellow-radnear-az000.png,labels/val/S0-SM_tank1-ellow-radnear-az000.txt,0,0,0,9.0,near,0,-2.0,low,0
